"","X.1","X","Address","Room","Model","Year","Area","Price","Type","lon","lat","street_name","blk/postalcode","postal_code","postal_2dgt","Postal_District","Region"
"1140",1140,1140,"  Blk 84 Whampoa Drive Singapore","4-Room","Standard"," Built-1974","91 sqm / $372 psf(Built)",365000,"Resale",103.8570266,1.3233427,"84 whampoa dr"," singapore 320084"," singapore 320084","32","12","Central"
"1141",1141,1141,"  Blk 310C Punggol Walk Singapore","5-Room","Improved"," Built-2016","112 sqm / $570 psf(Built)",688000,"Resale",103.8999638,1.4096731,"310 c punggol walk"," singapore 822310"," singapore 822310","82","19","North-East"
"1142",1142,1142,"  Blk 3 Haig Road Singapore","3-Room","Improved(modified"," Built-1976","65 sqm / $437 psf(Built)",306000,"Resale",103.8973165,1.3116434,"3 haig rd"," block 3"," singapore 430003","43","15","East"
"1143",1143,1143,"  Blk 119D Kim Tian Road Singapore","4-Room","Model A"," Built-2002","92 sqm / $545 psf(Built)",540000,"Resale",103.827962,1.282022,"119d kim tian rd"," singapore 164119"," singapore 164119","16","03","Central"
"1144",1144,1144,"  Blk 588B Park Central @ Amk Singapore","4-Room","Model A"," Built-2011","90 sqm / $810 psf(Built)",785000,"Resale",103.8526491,1.3720758,"588a ang mo kio street 52"," singapore 561588"," singapore 561588","56","20","North-East"
"1145",1145,1145,"  Blk 86 Dawson Road Singapore","4-Room","Model A"," Built-2016","87 sqm / $991 psf(Built)",928000,"Resale",103.8103377,1.2956741,"86 dawson rd"," singapore 141086"," singapore 141086","14","03","Central"
"1146",1146,1146,"  Blk 313B Sumang Link Singapore","4-Room","Model A"," Built-2015","92 sqm / $530 psf(Built)",525000,"Resale",103.9021934,1.4102516,"313b sumang link"," singapore 821313"," singapore 821313","82","19","North-East"
"1147",1147,1147,"  Blk 126 Simei Street 1 Singapore","5-Room","Improved"," Built-1988","125 sqm / $400 psf(Built)",538888,"Resale",103.9542031,1.347063,"126 simei street 1"," singapore 520128"," singapore 520128","52","18","East"
"1148",1148,1148,"  Blk 6B Boon Tiong Road Singapore","4-Room","Model A"," Built-2005","100 sqm / $789 psf(Built)",849000,"Resale",103.8309096,1.2866383,"6b boon tiong rd"," block 6b"," singapore 165006","16","03","Central"
"1149",1149,1149,"  Blk 203 Toa Payoh North Singapore","3-Room","Improved(modified)"," Built-1982","65 sqm / $411 psf(Built)",288000,"Resale",103.8491162,1.3420685,"203 toa payoh n"," block 203"," singapore 310203","31","12","Central"
"1150",1150,1150,"  Blk 294 Tampines Street 22 Singapore","5-Room","Improved"," Built-1985","126 sqm / $368 psf(Built)",500000,"Resale",103.9537831,1.3507569,"294 tampines street 22"," block 294"," singapore 520294","52","18","East"
"1151",1151,1151,"  Blk 110 Mcnair Road Singapore","HDB Executive","Maisonette"," Built-1987","144 sqm / $548 psf(Built)",850000,"Resale",103.8588998,1.3221038,"110 mcnair rd"," block 110"," singapore 320110","32","12","Central"
"1152",1152,1152,"  Blk 710 Pasir Ris Street 72 Singapore","HDB Executive","Multi Generation"," Built-1996","148 sqm / $406 psf(Built)",648000,"Resale",103.9374662,1.3821213,"710 pasir ris street 72"," block 710"," singapore 510710","51","18","East"
"1153",1153,1153,"  Blk 61 Telok Blangah Heights Singapore","4-Room","New Generation"," Built-1976","81 sqm / $493 psf(Built)",430000,"Resale",103.8120747,1.2757812,"61 telok blangah heights"," block 61"," singapore 100061","10","04","Central"
"1154",1154,1154,"  Blk 436A Fernvale Road Singapore","4-Room","Model A"," Built-2010","96 sqm / $453 psf(Built)",468000,"Resale",103.8765685,1.3931682,"436a fernvale rd"," singapore 791436"," singapore 791436","79","28","North-East"
"1155",1155,1155,"  Blk 668A Edgefield Plains Singapore","5-Room","Improved"," Built-2016","113 sqm / $549 psf(Built)",668000,"Resale",103.912517,1.4049474,"668a edgefield plains"," waterway ridges"," singapore 821668","82","19","North-East"
"1156",1156,1156,"  Blk 6 Holland Close Singapore","3-Room","Improved(modified)"," Built-1974","65 sqm / $540 psf(Built)",378000,"Resale",103.7954772,1.3071143,"6 holland cl"," block 6"," singapore 271006","27","10","Central"
"1157",1157,1157,"  Blk 260C Punggol Way Singapore","4-Room","Model A"," Built-2016","93 sqm / $499 psf(Built)",500000,"Resale",103.8967361,1.4048314,"260c punggol way"," singapore 821260"," singapore 821260","82","19","North-East"
"1158",1158,1158,"  Blk 32 Cassia Crescent Singapore","4-Room","New Generation"," Built-1981","92 sqm / $504 psf(Built)",499000,"Resale",103.8839039,1.3094495,"32 cassia cres"," block 32"," singapore 390032","39","14","Central"
"1159",1159,1159,"  Blk 310C Punggol Walk Singapore","5-Room","Model A"," Built-2016","112 sqm / $555 psf(Built)",670000,"Resale",103.8999638,1.4096731,"310 c punggol walk"," singapore 822310"," singapore 822310","82","19","North-East"
"1160",1160,1160,"  Blk 788D Woodlands Crescent Singapore","HDB Executive","Maisonette"," Built-1999","143 sqm / $441 psf(Built)",680000,"Resale",103.8023818,1.4439563,"788d woodlands cres"," block 788d"," singapore 734788","73","25","North"
"1161",1161,1161,"  Blk 22 Eunos Crescent Singapore","5-Room","Simplified"," Built-1977","123 sqm / $377 psf(Built)",500000,"Resale",103.9019834,1.3248213,"22 eunos cres"," block 22"," singapore 400022","40","14","Central"
"1162",1162,1162,"  Blk 530C Pasir Ris One Singapore","4-Room","Model A"," Built-2015","86 sqm / $647 psf(Built)",600000,"Resale",103.9501566,1.3716643,"530c pasir ris dr 1"," singapore 513530"," singapore 513530","51","18","East"
"1163",1163,1163,"  Blk 243 Kim Keat Link Singapore","5-Room","Improved"," Built-1989","122 sqm / $456 psf(Built)",599000,"Resale",103.856526,1.330261,"243 kim keat link"," singapore 310243"," singapore 310243","31","12","Central"
"1164",1164,1164,"  Blk 522C Tampines Central 7 Singapore","3-Room","Model A"," Built-2015","93 sqm / $584 psf(Built)",585000,"Resale",103.9394263,1.3579162,"522c tampines central 7"," singapore 523522"," singapore 523522","52","18","East"
"1165",1165,1165,"  Blk 405 Bedok North Avenue 3 Singapore","5-Room","Improved"," Built-1980","118 sqm / $470 psf(Built)",598000,"Resale",103.9341123,1.3286977,"405 bedok north ave 3"," block 405"," singapore 460405","46","16","East"
"1166",1166,1166,"  Blk 237 Hougang Street 21 Singapore","HDB Executive","Maisonette"," Built-1984","148 sqm / $533 psf(Built)",850000,"Resale",103.888708,1.3569949,"237 hougang street 21"," block 237"," singapore 530237","53","19","North-East"
"1167",1167,1167,"  Blk 525C Pasir Ris Street 51 Singapore","4-Room","Standard"," Built-2015","93 sqm / $529 psf(Built)",530000,"Resale",103.9474365,1.3701025,"525c pasir ris street 51"," singapore 513525"," singapore 513525","51","18","East"
"1168",1168,1168,"  Blk 52 Commonwealth 10 Singapore","4-Room","Model A"," Built-2015","95 sqm / $792 psf(Built)",810000,"Resale",103.7971121,1.3018312,"52 commonwealth dr"," singapore 142052"," singapore 142052","14","03","Central"
"1169",1169,1169,"  Blk 38 Lorong 5 Toa Payoh Singapore","3-Room","Improved"," Built-1970","67 sqm / $416 psf(Built)",300000,"Resale",103.855095,1.3353723,"38 lor 5 toa payoh"," block 38"," singapore 310038","31","12","Central"
"1170",1170,1170,"  Blk 5 Everton Park Singapore","5-Room","Improved"," Built-1980","127 sqm / $585 psf(Built)",800000,"Resale",103.8394141,1.276695,"5 everton park"," singapore 080005"," singapore 080005","08","02","Central"
"1171",1171,1171,"  Blk 671A Edgefield Plains Singapore","4-Room","Model A"," Built-2015","92 sqm / $484 psf(Built)",480000,"Resale",103.912088,1.4060178,"671a edgefield plains"," singapore 821671"," singapore 821671","82","19","North-East"
"1172",1172,1172,"  Blk 140 Bedok Reservoir Road Singapore","4-Room","Simplified"," Built-1986","84 sqm / $441 psf(Built)",399000,"Resale",103.914017,1.335208,"blk 140"," singapore"," singapore","",NA,NA
"1173",1173,1173,"  Blk 434B Fernvale Road Singapore","5-Room","Model A"," Built-2013","113 sqm / $452 psf(Built)",550000,"Resale",103.8765665,1.3947239,"434b fernvale rd"," singapore 792434"," singapore 792434","79","28","North-East"
"1174",1174,1174,"  Blk 297D Choa Chu Kang Avenue 2 Singapore","5-Room","Improved"," Built-1999","122 sqm / $342 psf(Built)",450000,"Resale",103.7430815,1.3781446,"297d choa chu kang ave 2"," block 297d"," singapore 684297","68","23","West"
"1175",1175,1175,"  Blk 671A Edgefield Plains Singapore","4-Room","Model A"," Built-2015","90 sqm / $503 psf(Built)",488000,"Resale",103.912088,1.4060178,"671a edgefield plains"," singapore 821671"," singapore 821671","82","19","North-East"
"1176",1176,1176,"  Blk 146 Tampines Avenue 5 Singapore","HDB Executive","Maisonette"," Built-1985","150 sqm / $495 psf(Built)",800000,"Resale",103.9423611,1.3481155,"146 tampines ave 5"," block 146"," singapore 521146","52","18","East"
"1177",1177,1177,"  Blk 310 Shunfu Road Singapore","5-Room","Improved"," Built-1984","121 sqm / $559 psf(Built)",728000,"Resale",103.8384743,1.3509026,"310 shunfu rd"," singapore 570310"," singapore 570310","57","20","North-East"
"1178",1178,1178,"  Blk 1 Ghim Moh Road Singapore","3-Room","Standard"," Built-1976","65 sqm / $554 psf(Built)",388000,"Resale",103.787272,1.3129794,"1 ghim moh rd"," singapore 270001"," singapore 270001","27","10","Central"
"1179",1179,1179,"  Blk 477A Upper Serangoon View Singapore","4-Room","Model A"," Built-2016","92 sqm / $555 psf(Built)",550000,"Resale",103.9036957,1.3767959,"477 upper serangoon view"," singapore"," singapore","",NA,NA
"1180",1180,1180,"  Blk 90 Tanglin Halt Road Singapore","5-Room","Improved"," Built-2008","110 sqm / $750 psf(Built)",888000,"Resale",103.7990313,1.3006381,"90 tanglin halt rd"," blk90"," singapore 141090","14","03","Central"
"1181",1181,1181,"  Blk 131B Kim Tian Road Singapore","5-Room","Improved"," Built-2002","110 sqm / $707 psf(Built)",838000,"Resale",103.8282723,1.2809123,"131b kim tian rd"," singapore 162131"," singapore 162131","16","03","Central"
"1182",1182,1182,"  Blk 719 Pasir Ris Street 72 Singapore","5-Room","Improved"," Built-1996","124 sqm / $418 psf(Built)",558888,"Resale",103.9367937,1.382084,"719 pasir ris street 72"," singapore 510719"," singapore 510719","51","18","East"
"1183",1183,1183,"  Blk 282C Sengkang East Avenue Singapore","5-Room","Model A"," Built-2015","112 sqm / $579 psf(Built)",699000,"Resale",103.8925138,1.3851743,"282c sengkang e ave"," singapore 543282"," singapore 543282","54","19","North-East"
"1184",1184,1184,"  Blk 320 Ang Mo Kio Avenue 1 Singapore","3-Room","New Generation"," Built-1977","73 sqm / $419 psf(Built)",330000,"Resale",103.8483915,1.3655808,"320 ang mo kio ave 1"," block 320"," singapore 560320","56","20","North-East"
"1185",1185,1185,"  Blk 313 Shunfu Road Singapore","4-Room","New Generation"," Built-1985","95 sqm / $503 psf(Built)",515000,"Resale",103.8380265,1.3513189,"313 shunfu rd"," singapore 570313"," singapore 570313","57","20","North-East"
"1186",1186,1186,"  Blk 280 Toh Guan Road Singapore","4-Room","New Generation"," Built-1998","90 sqm / $505 psf(Built)",490000,"Resale",103.7474037,1.3403647,"280 toh guan rd"," block 280"," singapore 600280","60","22","West"
"1187",1187,1187,"  Blk 536 Upper Cross Street Singapore","3-Room","Improved"," Built-1978","60 sqm / $712 psf(Built)",460000,"Resale",103.8456099,1.284947,"536 upper cross st"," singapore 050536"," singapore 050536","05","01","Central"
"1188",1188,1188,"  Blk 402 Sin Ming Avenue Singapore","5-Room","Improved"," Built-1986","120 sqm / $580 psf(Built)",750000,"Resale",103.832646,1.362765,"402 sin ming ave"," singapore 570402"," singapore 570402","57","20","North-East"
"1189",1189,1189,"  Blk 102 Aljunied Crescent Singapore","3-Room","New Generation"," Built-1978","6 sqm / $4,687 psf(Built)",300000,"Resale",103.8825867,1.3205361,"102 aljunied cres"," block 102"," singapore 380102","38","14","Central"
"1190",1190,1190,"  Blk 468 Hougang Avenue 8 Singapore","5-Room","Improved"," Built-1992","120 sqm / $503 psf(Built)",650000,"Resale",103.8970899,1.3737543,"468 hougang ave 8"," block 468"," singapore 530468","53","19","North-East"
"1191",1191,1191,"  Blk 8 Ghim Moh Road Singapore","5-Room","Simplified"," Built-1977","119 sqm / $581 psf(Built)",745000,"Resale",103.7876222,1.3106523,"8 ghim moh rd"," block 8"," singapore 270008","27","10","Central"
"1192",1192,1192,"  Blk 416 Clementi Avenue 1 Singapore","5-Room","Improved"," Built-2013","121 sqm / $652 psf(Built)",850000,"Resale",103.7713251,1.3103778,"416 clementi ave 1"," 416"," singapore 120416","12","05","West"
"1193",1193,1193,"  Blk 1 Ghim Moh Road Singapore","3-Room","Standard"," Built-1976","65 sqm / $554 psf(Built)",388000,"Resale",103.787272,1.3129794,"1 ghim moh rd"," singapore 270001"," singapore 270001","27","10","Central"
"1194",1194,1194,"  Blk 670 Woodlands Drive 71 Singapore","HDB Executive","Apartment"," Built-2000","131 sqm / $411 psf(Built)",580000,"Resale",103.7994388,1.4388729,"670 woodlands drive 71"," block 670"," singapore 730670","73","25","North"
"1195",1195,1195,"  Blk 171 Hougang Avenue 1 Singapore","5-Room","Improved"," Built-1998","122 sqm / $426 psf(Built)",560000,"Resale",103.8892517,1.3511339,"171 hougang ave 1"," block 171"," singapore 530171","53","19","North-East"
"1196",1196,1196,"  Blk 256A Sumang Walk Singapore","3-Room","Model A"," Built-2015","68 sqm / $533 psf(Built)",390000,"Resale",103.8954798,1.4060265,"256a sumang walk"," singapore"," singapore","",NA,NA
"1197",1197,1197,"  Blk 311C Trivelis Singapore","3-Room","Model A"," Built-2014","60 sqm / $897 psf(Built)",580000,"Resale",103.7655694,1.3191667,"311a clementi ave 4"," singapore 121311"," singapore 121311","12","05","West"
"1198",1198,1198,"  Blk 73A Redhill Road Singapore","5-Room","Model A"," Built-2005","115 sqm / $636 psf(Built)",788000,"Resale",103.816793,1.288072,"73a redhill rd"," singapore 151073"," singapore 151073","15","03","Central"
"1199",1199,1199,"  Blk 109 Lengkong Tiga Singapore","4-Room","Model A"," Built-1989","104 sqm / $589 psf(Built)",660000,"Resale",103.9107286,1.3246615,"109 lengkong tiga"," block 109"," singapore 410109","41","14","Central"
"1200",1200,1200,"  Blk 475A Parkland Residences Singapore","3-Room","New Generation"," Built-2014","68 sqm / $628 psf(Built)",460000,"Resale",103.9002105,1.375868,"475a upper serangoon cres"," singapore 531475"," singapore 531475","53","19","North-East"
"1201",1201,1201,"  Blk 671B Edgefield Plains Singapore","4-Room","Model A"," Built-2015","90 sqm / $454 psf(Built)",440000,"Resale",103.9116349,1.4063871,"671b edgefield plains"," singapore 822671"," singapore 822671","82","19","North-East"
"1202",1202,1202,"  Blk 271 Bishan Street 24 Singapore","4-Room","Model A"," Built-1992","104 sqm / $552 psf(Built)",618000,"Resale",103.8428659,1.3562374,"271 bishan street 24"," block 271"," singapore 570271","57","20","North-East"
"1203",1203,1203,"  Blk 408 Tampines Street 41 Singapore","3-Room","Improved"," Built-1985","60 sqm / $487 psf(Built)",315000,"Resale",103.9452618,1.3587863,"408 tampines street 41"," block 408"," singapore 520408","52","18","East"
"1204",1204,1204,"  Blk 310C Punggol Walk Singapore","5-Room","Model A"," Built-2016","112 sqm / $529 psf(Built)",638000,"Resale",103.8999638,1.4096731,"310 c punggol walk"," singapore 822310"," singapore 822310","82","19","North-East"
"1205",1205,1205,"  Blk 183 Bedok North Road Singapore","4-Room","Premium Apartment"," Built-2005","85 sqm / $688 psf(Built)",630000,"Resale",103.9418172,1.3263854,"183 bedok north rd"," block 183"," singapore 460183","46","16","East"
"1206",1206,1206,"  Blk 688A Choa Chu Kang Drive Singapore","5-Room","Improved"," Built-2002","110 sqm / $439 psf(Built)",520000,"Resale",103.7506084,1.4038586,"688a choa chu kang dr"," block 688a"," singapore 681688","68","23","West"
"1207",1207,1207,"  Blk 371 Jurong East Street 32 Singapore","3-Room","Model A"," Built-2014","64 sqm / $563 psf(Built)",388000,"Resale",103.731826,1.3483807,"371 jurong east street 32"," singapore 600371"," singapore 600371","60","22","West"
"1208",1208,1208,"  Blk 603 Bedok Reservoir Road Singapore","5-Room","Improved"," Built-1982","120 sqm / $348 psf(Built)",450000,"Resale",103.9123599,1.3299934,"603 bedok reservoir rd"," block 603"," singapore 470603","47","16","East"
"1209",1209,1209,"  Blk 183 Bedok North Road Singapore","4-Room","Improved"," Built-2005","85 sqm / $683 psf(Built)",625000,"Resale",103.9418172,1.3263854,"183 bedok north rd"," block 183"," singapore 460183","46","16","East"
"1210",1210,1210,"  Blk 98 Lorong 1 Toa Payoh Singapore","3-Room","Improved"," Built-1970","68 sqm / $434 psf(Built)",318000,"Resale",103.8483235,1.3391629,"98 lor 1 toa payoh"," block 98"," singapore 310098","31","12","Central"
"1211",1211,1211,"  Blk 829 Tampines Street 81 Singapore","3-Room","New Generation"," Built-1986","67 sqm / $624 psf(Built)",450000,"Resale",103.9348375,1.3492574,"829 tampines street 81"," block 829"," singapore 520829","52","18","East"
"1212",1212,1212,"  Blk 228 Bishan Street 23 Singapore","4-Room","Model A"," Built-1992","105 sqm / $504 psf(Built)",570000,"Resale",103.846761,1.358119,"228 bishan street 23"," block 228"," singapore 570228","57","20","North-East"
"1213",1213,1213,"  Blk 488D Choa Chu Kang Avenue 5 Singapore","5-Room","Improved"," Built-2016","113 sqm / $435 psf(Built)",530000,"Resale",103.7406641,1.3764044,"488d choa chu kang ave 5"," singapore 684485"," singapore 684485","68","23","West"
