"","X.1","X","Address","Room","Model","Year","Area","Price","Type","lon","lat","street_name","blk/postalcode","postal_code","postal_2dgt","Postal_District","Region"
"2681",2681,2681,"  Blk 671A Jurong West Street 65 Singapore","HDB Executive","Apartment"," Built-2002","123 sqm / $438 psf(Built)",580000,"Resale",103.702358,1.3441637,"671a jurong west street 65"," block 671a"," singapore 641671","64","22","West"
"2682",2682,2682,"  Blk 544 Choa Chu Kang Street 52 Singapore","5-Room","Improved"," Built-1995","125 sqm / $347 psf(Built)",468000,"Resale",103.7437151,1.3939787,"544 choa chu kang street 52"," block 544"," singapore 680544","68","23","West"
"2683",2683,2683,"  Blk 530C Pasir Ris One Singapore","4-Room","Model A"," Built-2015","86 sqm / $750 psf(Built)",695000,"Resale",103.9501566,1.3716643,"530c pasir ris dr 1"," singapore 513530"," singapore 513530","51","18","East"
"2684",2684,2684,"  Blk 469C Sengkang West Way Singapore","5-Room","Model A"," Built-2016","113 sqm / $427 psf(Built)",520000,"Resale",103.8776423,1.3961543,"469c sengkang w way"," singapore 790469"," singapore 790469","79","28","North-East"
"2685",2685,2685,"  Blk 470A Upper Serangoon Crescent Singapore","4-Room","Model A"," Built-2015","93 sqm / $477 psf(Built)",478000,"Resale",103.9019715,1.379178,"470a upper serangoon cres"," singapore"," singapore","",NA,NA
"2686",2686,2686,"  Blk 190 Bishan Street 13 Singapore","HDB Executive","Maisonette"," Built-1987","150 sqm / $712 psf(Built)",1150000,"Resale",103.852015,1.3505452,"190 bishan street 13"," block 190"," singapore 570190","57","20","North-East"
"2687",2687,2687,"  Blk 176B Edgefield Plains Singapore","5-Room","Improved"," Built-2003","111 sqm / $384 psf(Built)",459000,"Resale",103.908585,1.398466,"176b edgefield plains"," singapore 822176"," singapore 822176","82","19","North-East"
"2688",2688,2688,"  Blk 110 Tampines Street 11 Singapore","4-Room","New Generation"," Built-1984","84 sqm / $473 psf(Built)",428000,"Resale",103.9492505,1.3469774,"110 tampines street 11"," block 110"," singapore 521110","52","18","East"
"2689",2689,2689,"  Blk 331 Tah Ching Road Singapore","HDB Executive","Apartment"," Built-1996","139 sqm / $433 psf(Built)",648000,"Resale",103.7235083,1.3380879,"331 tah ching rd"," block 331"," singapore 611331","61","22","West"
"2690",2690,2690,"  Blk 303 Clementi Avenue 4 Singapore","3-Room","New Generation"," Built-1979","67 sqm / $454 psf(Built)",328000,"Resale",103.7648068,1.3212466,"303 clementi ave 4"," block 303"," singapore 120303","12","05","West"
"2691",2691,2691,"  Blk 516 Bedok North Avenue 2 Singapore","5-Room","Improved"," Built-1979","119 sqm / $507 psf(Built)",650000,"Resale",103.9300335,1.3311356,"516 bedok north ave 2"," block 516"," singapore 460516","46","16","East"
"2692",2692,2692,"  Blk 13 Marine Terrace Singapore","5-Room","Model A"," Built-1975","120 sqm / $604 psf(Built)",780000,"Resale",103.9156225,1.3040803,"13 marine terrace"," block 13"," singapore 440013","44","15","East"
"2693",2693,2693,"  Blk 306 Ang Mo Kio Avenue 1 Singapore","5-Room","Improved"," Built-1977","123 sqm / $490 psf(Built)",650000,"Resale",103.8458796,1.365603,"306 ang mo kio ave 1"," singapore 560306"," singapore 560306","56","20","North-East"
"2694",2694,2694,"  Blk 27A Jalan Membina Singapore","4-Room","Model A"," Built-2008","90 sqm / $637 psf(Built)",618000,"Resale",103.8246208,1.2822539,"27a jln membina"," singapore 163027"," singapore 163027","16","03","Central"
"2695",2695,2695,"  Blk 2 Marine Terrace Singapore","5-Room","Improved"," Built-1975","122 sqm / $662 psf(Built)",870000,"Resale",103.9181602,1.3045048,"2 marine terrace"," block 2"," singapore 440002","44","15","East"
"2696",2696,2696,"  Blk 30 Cassia Crescent Singapore","4-Room","Model A"," Built-1998","102 sqm / $710 psf(Built)",780000,"Resale",103.883362,1.309528,"30 cassia cres"," block 30"," singapore 391030","39","14","Central"
"2697",2697,2697,"  Blk 473A Upper Serangoon Crescent Singapore","5-Room","Improved"," Built-2016","112 sqm / $497 psf(Built)",600000,"Resale",103.9003069,1.3767753,"473a upper serangoon cres"," singapore 531473"," singapore 531473","53","19","North-East"
"2698",2698,2698,"  Blk 475A Parkland Residences Singapore","4-Room","Model A"," Built-2014","92 sqm / $601 psf(Built)",595000,"Resale",103.9002105,1.375868,"475a upper serangoon cres"," singapore 531475"," singapore 531475","53","19","North-East"
"2699",2699,2699,"  Blk 449 Sin Ming Avenue Singapore","3-Room","Model A"," Built-1990","105 sqm / $539 psf(Built)",610000,"Resale",103.8309322,1.3582663,"449 sin ming ave"," block 449"," singapore 570449","57","20","North-East"
"2700",2700,2700,"  Blk 488B Tampines Street 45 Singapore","4-Room","Model A"," Built-1989","106 sqm / $394 psf(Built)",450000,"Resale",103.9572281,1.3605461,"488b tampines street 45"," singapore 521488"," singapore 521488","52","18","East"
"2701",2701,2701,"  Blk 147 Silat Avenue Singapore","4-Room","New Generation"," Built-1982","94 sqm / $593 psf(Built)",600000,"Resale",103.8310907,1.2773522,"147 silat ave"," block 147"," singapore 160147","16","03","Central"
"2702",2702,2702,"  Blk 311 Ang Mo Kio Avenue 3 Singapore","5-Room","Improved"," Built-1978","123 sqm / $459 psf(Built)",608000,"Resale",103.8488218,1.3666221,"311 ang mo kio ave 3"," block 311"," singapore 560311","56","20","North-East"
"2703",2703,2703,"  Blk 225A Jurong East Street 21 Singapore","3-Room","New Generation(modified)"," Built-1984","67 sqm / $468 psf(Built)",338000,"Resale",103.736468,1.3420638,"225a jurong east street 21"," singapore 601225"," singapore 601225","60","22","West"
"2704",2704,2704,"  Blk 273C Jurong West Avenue 3 Singapore","5-Room","Improved"," Built-2001","110 sqm / $380 psf(Built)",450000,"Resale",103.7038974,1.352054,"273c jurong west ave 3"," block 273c"," singapore 643273","64","22","West"
"2705",2705,2705,"  Blk 433 Clementi Avenue 3 Singapore","3-Room","New Generation"," Built-1978","67 sqm / $443 psf(Built)",320000,"Resale",103.7618194,1.3140171,"433 clementi ave 3"," singapore 120433"," singapore 120433","12","05","West"
"2706",2706,2706,"  Blk 633 Hougang Avenue 8 Singapore","HDB Executive","Maisonette"," Built-1987","147 sqm / $422 psf(Built)",668000,"Resale",103.8794633,1.3697882,"633 hougang ave 8"," block 633"," singapore 530633","53","19","North-East"
"2707",2707,2707,"  Blk 547 Jurong West Street 42 Singapore","5-Room","Model A-maisonette"," Built-1984","140 sqm / $402 psf(Built)",606000,"Resale",103.7146629,1.3529513,"547 jurong west street 42"," block 547"," singapore 640547","64","22","West"
"2708",2708,2708,"  Blk 98 Whampoa Drive Singapore","3-Room","Improved"," Built-1974","76 sqm",NA,"Resale",103.8541849,1.3216896,"98 whampoa dr"," block 98"," singapore 320098","32","12","Central"
"2709",2709,2709,"  Blk 105 Aljunied Crescent Singapore","5-Room","Improved"," Built-1979","121 sqm / $460 psf(Built)",600000,"Resale",103.8827712,1.3195167,"105 aljunied cres"," block 105"," singapore 380105","38","14","Central"
"2710",2710,2710,"  Blk 207 Pasir Ris Street 21 Singapore","HDB Executive","Apartment"," Built-1990","149 sqm / $377 psf(Built)",605000,"Resale",103.9623957,1.3665193,"207 pasir ris street 21"," block 207"," singapore 510207","51","18","East"
"2711",2711,2711,"  Blk 172A Edgedale Plains Singapore","5-Room","Improved"," Built-2004","110 sqm / $466 psf(Built)",552000,"Resale",103.9115443,1.3953196,"172a edgedale plains"," block 172a"," singapore 821172","82","19","North-East"
"2712",2712,2712,"  Blk 2 Beach Road Singapore","3-Room","Improved(modified)"," Built-1979","68 sqm / $450 psf(Built)",330000,"Resale",103.8650614,1.3039272,"2 beach rd"," block 2"," singapore 189674","18","07","Central"
"2713",2713,2713,"  Blk 3A Upper Boon Keng Road Singapore","5-Room","Improved"," Built-2006","110 sqm / $675 psf(Built)",800000,"Resale",103.87258,1.3140511,"3a upper boon keng rd"," block 3a"," singapore 381003","38","14","Central"
"2714",2714,2714,"  Blk 150 Woodlands Street 13 Singapore","4-Room","New Generation"," Built-1986","97 sqm / $335 psf(Built)",350000,"Resale",103.773679,1.4353246,"150 woodlands street 13"," block 150"," singapore 730150","73","25","North"
"2715",2715,2715,"  Blk 311B Trivelis Singapore","4-Room","New Generation"," Built-2014","82 sqm / $860 psf(Built)",760000,"Resale",103.7655694,1.3191667,"311a clementi ave 4"," singapore 121311"," singapore 121311","12","05","West"
"2716",2716,2716,"  Blk 259C Punggol Field Singapore","5-Room","Improved"," Built-2014","113 sqm / $491 psf(Built)",598000,"Resale",103.8957812,1.4045115,"259c punggol field"," singapore 821258"," singapore 821258","82","19","North-East"
"2717",2717,2717,"  Blk 440B Fernvale Link Singapore","5-Room","Improved"," Built-2015","113 sqm / $439 psf(Built)",535000,"Resale",103.8781745,1.3935128,"440b fernvale link"," singapore 797440"," singapore 797440","79","28","North-East"
"2718",2718,2718,"  Blk 117 Clementi Street 13 Singapore","4-Room","Model A"," Built-1984","108 sqm / $481 psf(Built)",560000,"Resale",103.7715062,1.3245029,"117 clementi street 13"," block 117"," singapore 120117","12","05","West"
"2719",2719,2719,"  Blk 475D Parkland Residences Singapore","4-Room","Model A"," Built-2014","92 sqm / $694 psf(Built)",688000,"Resale",103.9002105,1.375868,"475a upper serangoon cres"," singapore 531475"," singapore 531475","53","19","North-East"
"2720",2720,2720,"  Blk 902 Tampines Avenue 4 Singapore","4-Room","Model A"," Built-1984","104 sqm / $445 psf(Built)",498000,"Resale",103.9390978,1.3512821,"902 tampines ave 4"," block 902"," singapore 520902","52","18","East"
"2721",2721,2721,"  Blk 17 Telok Blangah Crescent Singapore","4-Room","Model A"," Built-2002","100 sqm / $565 psf(Built)",608000,"Resale",103.8218752,1.2778231,"17 telok blangah cres"," block 17"," singapore 090017","09","04","Central"
"2722",2722,2722,"  Blk 501 Jelapang Road Singapore","5-Room","Improved"," Built-1998","121 sqm / $399 psf(Built)",520000,"Resale",103.7669796,1.3834286,"501 jelapang rd"," block 501"," singapore 670501","67","23","West"
"2723",2723,2723,"  Blk 406 Tampines Street 41 Singapore","3-Room","Simplified"," Built-1986","64 sqm / $490 psf(Built)",338000,"Resale",103.945919,1.3581418,"406 tampines street 41"," block 406"," singapore 520406","52","18","East"
"2724",2724,2724,"  Blk 184 Jelebu Road Singapore","HDB Executive","Apartment"," Built-2003","124 sqm / $554 psf(Built)",740000,"Resale",103.7623626,1.3797172,"184 jelebu rd"," block 184"," singapore 670184","67","23","West"
"2725",2725,2725,"  Blk 417 Hougang Avenue 8 Singapore","4-Room","Model A"," Built-1989","103 sqm / $422 psf(Built)",468000,"Resale",103.8949831,1.3765322,"417 hougang ave 8"," block 417"," singapore 530417","53","19","North-East"
"2726",2726,2726,"  Blk 28 Jalan Bahagia Singapore","3-Room","New Generation"," Built-1977","56 sqm / $389 psf(Built)",235000,"Resale",103.8588056,1.3257906,"28 jln bahagia"," singapore 320028"," singapore 320028","32","12","Central"
"2727",2727,2727,"  Blk 167 Stirling Road Singapore","3-Room","Standard"," Built-1971","60 sqm / $431 psf(Built)",278888,"Resale",103.8026535,1.2900121,"167 stirling rd"," block 167"," dania beach 140167","h ",NA,NA
"2728",2728,2728,"  Blk 428 Clementi Avenue 3 Singapore","3-Room","New Generation(modified"," Built-1978","67 sqm / $443 psf(Built)",320000,"Resale",103.7631773,1.3125457,"428 clementi ave 3"," block 428"," singapore 120428","12","05","West"
"2729",2729,2729,"  Blk 87 Dawson Road Singapore","3-Room","Model A"," Built-2016","64 sqm / $1,056 psf(Built)",728000,"Resale",103.8099048,1.2960052,"87 dawson rd"," singapore 141087"," singapore 141087","14","03","Central"
"2730",2730,2730,"  Blk 267 Toh Guan Road Singapore","4-Room","Model A"," Built-1998","101 sqm / $450 psf(Built)",490000,"Resale",103.7447108,1.3410576,"267 toh guan rd"," block 267"," singapore 600267","60","22","West"
"2731",2731,2731,"  Blk 747B Belvia Singapore","4-Room","Model A1"," Built-2019","86 sqm / $750 psf(Built)",695000,"Resale",103.9213614,1.3365339,"747a bedok reservoir cres"," singapore 471747"," singapore 471747","47","16","East"
"2732",2732,2732,"  Blk 433 Clementi Avenue 3 Singapore","4-Room","New Generation"," Built-1978","91 sqm / $459 psf(Built)",450000,"Resale",103.7618194,1.3140171,"433 clementi ave 3"," singapore 120433"," singapore 120433","12","05","West"
"2733",2733,2733,"  Blk 42 Cassia Crescent Singapore","4-Room","New Generation"," Built-1981","93 sqm / $539 psf(Built)",540000,"Resale",103.8862614,1.3104674,"42 cassia cres"," singapore 390042"," singapore 390042","39","14","Central"
"2734",2734,2734,"  Blk 155 Bishan Street 13 Singapore","5-Room","Improved"," Built-1987","131 sqm / $585 psf(Built)",825000,"Resale",103.8558197,1.3462762,"155 bishan street 13"," block 155"," singapore 570155","57","20","North-East"
"2735",2735,2735,"  Blk 55 New Upper Changi Road Singapore","5-Room","Simplified"," Built-1977","120 sqm / $431 psf(Built)",558000,"Resale",103.9420891,1.3251402,"55 new upper changi rd"," block 55"," singapore 461055","46","16","East"
"2736",2736,2736,"  Blk 788D Woodlands Crescent Singapore","HDB Executive","Maisonette"," Built-1999","143 sqm / $441 psf(Built)",680000,"Resale",103.8023818,1.4439563,"788d woodlands cres"," block 788d"," singapore 734788","73","25","North"
"2737",2737,2737,"  Blk 134 Marsiling Road Singapore","Multi-Gen/Jumbo","Jumbo"," Built-1995","173 sqm / $375 psf(Built)",700000,"Resale",103.7776626,1.4367682,"134 marsiling rd"," block 134"," singapore 730134","73","25","North"
"2738",2738,2738,"  Blk 126 Geylang East Avenue 1 Singapore","4-Room","Model A"," Built-1983","108 sqm / $490 psf(Built)",570000,"Resale",103.8869322,1.317812,"126 geylang east ave 1"," singapore 381126"," singapore 381126","38","14","Central"
"2739",2739,2739,"  Blk 477B Upper Serangoon View Singapore","4-Room","Model A"," Built-2016","92 sqm / $535 psf(Built)",530000,"Resale",103.9040773,1.3793168,"477b upper serangoon view"," singapore 532477"," singapore 532477","53","19","North-East"
"2740",2740,2740,"  Blk 307B Anchorvale Road Singapore","HDB Executive","Apartment"," Built-2001","125 sqm / $434 psf(Built)",585000,"Resale",103.887468,1.389574,"307b anchorvale rd"," singapore 542307"," singapore 542307","54","19","North-East"
"2741",2741,2741,"  Blk 93 Dawson Road Singapore","5-Room","Improved"," Built-2016","122 sqm / $837 psf(Built)",1100000,"Resale",103.8116287,1.294954,"93 dawson rd"," singapore 141092"," singapore 141092","14","03","Central"
"2742",2742,2742,"  Blk 415B Fernvale Link Singapore","5-Room","Improved"," Built-2016","113 sqm / $485 psf(Built)",590000,"Resale",103.8801605,1.389669,"415b fernvale link"," singapore 791415"," singapore 791415","79","28","North-East"
"2743",2743,2743,"  Blk 289C Bukit Batok Street 25 Singapore","5-Room","Improved"," Built-1997","121 sqm / $437 psf(Built)",570000,"Resale",103.7599202,1.3436141,"289c bukit batok street 25"," block 289c"," singapore 652289","65","23","West"
"2744",2744,2744,"  Blk 18B Circuit Road Singapore","4-Room","Model A"," Built-2015","93 sqm / $719 psf(Built)",720000,"Resale",103.8880737,1.3294743,"18b circuit rd"," singapore 372018"," singapore 372018","37","13","Central"
"2745",2745,2745,"  Blk 57 Geylang Bahru Singapore","3-Room","Improved"," Built-1974","70 sqm / $431 psf(Built)",325000,"Resale",103.8690181,1.3234434,"57 geylang bahru"," block 57"," singapore 330057","33","12","Central"
"2746",2746,2746,"  Blk 864A Tampines Street 83 Singapore","5-Room","Improved"," Built-1988","122 sqm / $445 psf(Built)",585000,"Resale",103.9357439,1.3546692,"864a tampines street 83"," block 864a"," singapore 521864","52","18","East"
"2747",2747,2747,"  Blk 428 Clementi Avenue 3 Singapore","3-Room","New Generation(modified"," Built-1978","67 sqm / $443 psf(Built)",320000,"Resale",103.7631773,1.3125457,"428 clementi ave 3"," block 428"," singapore 120428","12","05","West"
"2748",2748,2748,"  Blk 207D Punggol Place Singapore","4-Room","Model A"," Built-2014","92 sqm / $573 psf(Built)",568000,"Resale",103.9006996,1.4009667,"207d punggol pl"," singapore 824207"," singapore 824207","82","19","North-East"
"2749",2749,2749,"  Blk 273B Punggol Place Singapore","3-Room","Model A"," Built-2013","114 sqm / $537 psf(Built)",660000,"Resale",103.901791,1.40201,"273b punggol pl"," singapore 822273"," singapore 822273","82","19","North-East"
"2750",2750,2750,"  Blk 79C Toa Payoh Central Singapore","5-Room","Improved"," Built-2009","110 sqm / $844 psf(Built)",999999,"Resale",103.848924,1.33436,"79c toa payoh central"," singapore 313079"," singapore 313079","31","12","Central"
"2751",2751,2751,"  Blk 128 Pasir Ris Street 11 Singapore","HDB Executive","Maisonette"," Built-1988","146 sqm / $413 psf(Built)",650000,"Resale",103.9553243,1.3661951,"128 pasir ris street 11"," block 128"," singapore 510128","51","18","East"
"2752",2752,2752,"  Blk 520A Centrale 8 At Tampines Singapore","4-Room","Dbss"," Built-2014","84 sqm / $794 psf(Built)",718000,"Resale",103.9400264,1.3569026,"520a tampines central 8"," singapore 521520"," singapore 521520","52","18","East"
"2753",2753,2753,"  Blk 2 Beach Road Singapore","3-Room","Improved"," Built-1979","68 sqm / $450 psf(Built)",330000,"Resale",103.8650614,1.3039272,"2 beach rd"," block 2"," singapore 189674","18","07","Central"
"2754",2754,2754,"  Blk 17 Marine Terrace Singapore","4-Room","Standard"," Built-1975","82 sqm / $560 psf(Built)",495000,"Resale",103.9141725,1.3037229,"17 marine terrace"," block 17"," singapore 440017","44","15","East"
"2755",2755,2755,"  Blk 90 Dawson Road Singapore","4-Room","Model A"," Built-2015","83 sqm / $916 psf(Built)",818000,"Resale",103.812228,1.2953402,"90 dawson rd"," singapore 142090"," singapore 142090","14","03","Central"
"2756",2756,2756,"  Blk 50 Lorong 5 Toa Payoh Singapore","5-Room","Improved"," Built-1993","123 sqm / $452 psf(Built)",598000,"Resale",103.8526491,1.33707,"50 lor 5 toa payoh"," block 50"," singapore 310050","31","12","Central"
"2757",2757,2757,"  Blk 475D Parkland Residences Singapore","4-Room","Model A"," Built-2014","92 sqm / $580 psf(Built)",575000,"Resale",103.9002105,1.375868,"475a upper serangoon cres"," singapore 531475"," singapore 531475","53","19","North-East"
"2758",2758,2758,"  Blk 808C Chai Chee Road Singapore","4-Room","Model A"," Built-2015","93 sqm / $659 psf(Built)",660000,"Resale",103.9233711,1.327395,"808c chai chee rd"," singapore 463808"," singapore 463808","46","16","East"
"2759",2759,2759,"  Blk 657 Jalan Tenaga Singapore","4-Room","Model A"," Built-1996","107 sqm / $477 psf(Built)",550000,"Resale",103.9072169,1.3339562,"657 jln tenaga"," block 657"," singapore 410657","41","14","Central"
"2760",2760,2760,"  Blk 87 Dawson Road Singapore","4-Room","Model A"," Built-2015","83 sqm / $894 psf(Built)",799000,"Resale",103.8099048,1.2960052,"87 dawson rd"," singapore 141087"," singapore 141087","14","03","Central"
"2761",2761,2761,"  Blk 308A Punggol Walk Singapore","5-Room","Improved"," Built-2016","112 sqm / $579 psf(Built)",699000,"Resale",103.9005963,1.4076123,"308a punggol walk"," singapore 821308"," singapore 821308","82","19","North-East"
"2762",2762,2762,"  Blk 729 Yishun Street 71 Singapore","3-Room","Standard"," Built-1987","64 sqm / $417 psf(Built)",288000,"Resale",103.8315436,1.4259435,"729 yishun street 71"," block 729"," singapore 760729","76","27","North"
"2763",2763,2763,"  Blk 547 Woodlands Drive 16 Singapore","5-Room","Improved"," Built-2000","115 sqm / $391 psf(Built)",485000,"Resale",103.793055,1.430215,"547 woodlands drive 16"," block 547"," singapore 730547","73","25","North"
"2764",2764,2764,"  Blk 226A Compassvale Walk Singapore","5-Room","Standard"," Built-1999","122 sqm / $399 psf(Built)",525000,"Resale",103.8992648,1.387662,"226a compassvale walk"," singapore 541226"," singapore 541226","54","19","North-East"
"2765",2765,2765,"  Blk 522A  Tampines Central 7 Singapore","4-Room","Model A"," Built-2015","93 sqm / $549 psf(Built)",550000,"Resale",103.9384669,1.3577782,"522a tampines central 7"," singapore 528597"," singapore 528597","52","18","East"
"2766",2766,2766,"  Blk 301 Clementi Avenue 4 Singapore","4-Room","New Generation"," Built-1979","92 sqm / $404 psf(Built)",400000,"Resale",103.7648974,1.3221245,"301 clementi ave 4"," block 301"," singapore 120301","12","05","West"
"2767",2767,2767,"  Blk 661A Edgedale Plains Singapore","4-Room","Premium Apartment"," Built-2016","92 sqm / $525 psf(Built)",520000,"Resale",103.9170938,1.4030376,"661a edgedale plains"," singapore"," singapore","",NA,NA
"2768",2768,2768,"  Blk 90 Bedok North Street 4 Singapore","5-Room","Model A"," Built-1978","117 sqm / $395 psf(Built)",498000,"Resale",103.9403668,1.3321736,"90 bedok north street 4"," block 90"," singapore 460090","46","16","East"
"2769",2769,2769,"  Blk 767 Bedok Reservoir View Singapore","5-Room","Model A"," Built-2000","115 sqm / $483 psf(Built)",599000,"Resale",103.9367182,1.3359559,"767 bedok reservoir view"," singapore 470767"," singapore 470767","47","16","East"
"2770",2770,2770,"  Blk 273D Punggol Place Singapore","4-Room","Model A"," Built-2013","96 sqm / $508 psf(Built)",525000,"Resale",103.901403,1.402623,"273d punggol pl"," singapore 824273"," singapore 824273","82","19","North-East"
"2771",2771,2771,"  Blk 45 Circuit Road Singapore","3-Room","Standard"," Built-1971","52 sqm / $446 psf(Built)",250000,"Resale",103.8860803,1.3264855,"45 circuit rd"," block 45"," singapore 370045","37","13","Central"
"2772",2772,2772,"  Blk 271 Bishan Street 24 Singapore","4-Room","Model A"," Built-1992","104 sqm / $552 psf(Built)",618000,"Resale",103.8428659,1.3562374,"271 bishan street 24"," block 271"," singapore 570271","57","20","North-East"
"2773",2773,2773,"  Blk 126C Kim Tian Road Singapore","4-Room","Model A"," Built-2013","87 sqm / $854 psf(Built)",800000,"Resale",103.829321,1.2822318,"126c kim tian rd"," singapore 160116"," singapore 160116","16","03","Central"
"2774",2774,2774,"  Blk 92 Dawson Road Singapore","4-Room","Model A"," Built-2016","97 sqm / $862 psf(Built)",900000,"Resale",103.8114169,1.2950444,"92 dawson rd"," singapore 141092"," singapore 141092","14","03","Central"
"2775",2775,2775,"  Blk 84 Lorong 2 Toa Payoh Singapore","4-Room","Model A"," Built-1997","105 sqm / $664 psf(Built)",750000,"Resale",103.847793,1.3352337,"84 lor 2 toa payoh"," singapore 310084"," singapore 310084","31","12","Central"
"2776",2776,2776,"  Blk 104B Depot Road Singapore","5-Room","Model A"," Built-2000","116 sqm / $576 psf(Built)",720000,"Resale",103.8121687,1.2812102,"depot rd"," blk 104b"," singapore","",NA,NA
"2777",2777,2777,"  Blk 707 Pasir Ris Drive 10 Singapore","5-Room","Improved"," Built-1996","127 sqm / $438 psf(Built)",600000,"Resale",103.9386439,1.3811147,"707 pasir ris drive 10"," singapore 510707"," singapore 510707","51","18","East"
"2778",2778,2778,"  Blk 175B Corporation Tiara Singapore","4-Room","Model A"," Built-2015","93 sqm / $479 psf(Built)",480000,"Resale",103.7213804,1.3324419,"yung kuang rd"," singapore"," singapore","",NA,NA
"2779",2779,2779,"  Blk 210B Punggol Place Singapore","4-Room","Model A"," Built-2014","92 sqm / $482 psf(Built)",478000,"Resale",103.9000423,1.4002496,"210b punggol pl"," singapore 822210"," singapore 822210","82","19","North-East"
"2780",2780,2780,"  Blk 537 Ang Mo Kio Avenue 5 Singapore","4-Room","New Generation"," Built-1979","93 sqm / $399 psf(Built)",399999,"Resale",103.8532832,1.3752226,"537 ang mo kio ave 5"," block 537"," singapore 560537","56","20","North-East"
"2781",2781,2781,"  Blk 308B Punggol Walk Singapore","5-Room","Model A"," Built-2016","92 sqm / $565 psf(Built)",560000,"Resale",103.8998529,1.4076815,"308b punggol walk"," singapore 822308"," singapore 822308","82","19","North-East"
"2782",2782,2782,"  Blk 162 Mei Ling Street Singapore","3-Room","Improved"," Built-1970","66 sqm / $518 psf(Built)",368000,"Resale",103.8027214,1.2921875,"162 mei ling st"," singapore 140162"," singapore 140162","14","03","Central"
"2783",2783,2783,"  Blk 2 Dover Road Singapore","3-Room","Improved"," Built-2020","65 sqm / $407 psf(Built)",285000,"Resale",103.782884,1.303137,"2 dover rd"," singapore 130002"," singapore 130002","13","05","West"
"2784",2784,2784,"  Blk 808A Chai Chee Road Singapore","4-Room","Model A"," Built-2015","93 sqm / $697 psf(Built)",698000,"Resale",103.9238701,1.3270006,"808a chai chee rd"," singapore 461808"," singapore 461808","46","16","East"
"2785",2785,2785,"  Blk 339A Kang Ching Road Singapore","4-Room","Model A"," Built-2012","89 sqm / $469 psf(Built)",450000,"Resale",103.7214443,1.3378047,"339a kang ching rd"," singapore 611339"," singapore 611339","61","22","West"
"2786",2786,2786,"  Blk 612 Woodlands Avenue 4 Singapore","4-Room","Model A"," Built-1998","102 sqm / $336 psf(Built)",370000,"Resale",103.7967676,1.4351094,"612 woodlands ave 4"," block 612"," singapore 730612","73","25","North"
"2787",2787,2787,"  Blk 33 Chai Chee Avenue Singapore","5-Room","Simplified"," Built-1975","117 sqm / $476 psf(Built)",600000,"Resale",103.9258588,1.3240656,"33 chai chee ave"," block 33"," singapore 461033","46","16","East"
"2788",2788,2788,"  Blk 167 Bishan Street 13 Singapore","4-Room","Simplified"," Built-1988","84 sqm / $517 psf(Built)",468000,"Resale",103.8555479,1.3479618,"167 bishan street 13"," block 167"," singapore 570167","57","20","North-East"
"2789",2789,2789,"  Blk 57 Telok Blangah Heights Singapore","4-Room","New Generation"," Built-1976","91 sqm / $438 psf(Built)",430000,"Resale",103.8125244,1.2746029,"57 telok blangah heights"," block 57"," singapore 100057","10","04","Central"
"2790",2790,2790,"  Blk 721 Tampines Street 71 Singapore","4-Room","Model A"," Built-1997","99 sqm / $410 psf(Built)",438000,"Resale",103.9363784,1.3600832,"721 tampines street 71"," block 721"," singapore 520721","52","18","East"
"2791",2791,2791,"  Blk 202 MARSILING DRIVE Singapore","3-Room","New Generation"," Built-1981","68 sqm / $434 psf(Built)",318000,"Resale",103.775057,1.4431022,"202 marsiling dr"," singapore 730202"," singapore 730202","73","25","North"
"2792",2792,2792,"  Blk 90 Tanglin Halt Road Singapore","4-Room","Standard"," Built-2008","90 sqm / $854 psf(Built)",828000,"Resale",103.7990313,1.3006381,"90 tanglin halt rd"," blk90"," singapore 141090","14","03","Central"
"2793",2793,2793,"  Blk 82 Redhill Lane Singapore","5-Room","Improved"," Built-1996","124 sqm / $636 psf(Built)",850000,"Resale",103.8194978,1.2874326,"82 redhill ln"," block 82"," singapore 150082","15","03","Central"
"2794",2794,2794,"  Blk 17 Marine Terrace Singapore","4-Room","Standard"," Built-1975","82 sqm / $560 psf(Built)",495000,"Resale",103.9141725,1.3037229,"17 marine terrace"," block 17"," singapore 440017","44","15","East"
"2795",2795,2795,"  Blk 6B Boon Tiong Road Singapore","4-Room","Model A"," Built-2005","100 sqm / $789 psf(Built)",849000,"Resale",103.8309096,1.2866383,"6b boon tiong rd"," block 6b"," singapore 165006","16","03","Central"
"2796",2796,2796,"  Blk 552 Choa Chu Kang Street 52 Singapore","4-Room","Model A"," Built-1994","105 sqm / $292 psf(Built)",330000,"Resale",103.7424705,1.3945911,"552 choa chu kang street 52"," block 552"," singapore 680552","68","23","West"
"2797",2797,2797,"  Blk 185 Bedok North Road Singapore","4-Room","Model A"," Built-2005","92 sqm / $707 psf(Built)",700000,"Resale",103.94082,1.3261717,"185 bedok north rd"," block 185"," singapore 460185","46","16","East"
"2798",2798,2798,"  Blk 392 Bukit Batok West Avenue 5 Singapore","5-Room","Model A"," Built-2004","118 sqm / $464 psf(Built)",590000,"Resale",103.7533232,1.3658965,"392 bukit batok west ave 5"," block 392"," singapore 650392","65","23","West"
"2799",2799,2799,"  Blk 636C Senja Road Singapore","4-Room","Improved"," Built-2015","92 sqm / $500 psf(Built)",495000,"Resale",103.7590131,1.3873616,"636c senja rd"," singapore 673636"," singapore 673636","67","23","West"
