"","Room","Price","Region"
"2558","3-Room",640000,"Central"
"2559","3-Room",820000,"Central"
"2560","4-Room",399000,"North-East"
"2561","4-Room",849000,"Central"
"2562","5-Room",820000,"Central"
"2563","3-Room",330000,"North-East"
"2564","4-Room",796000,"West"
"2565","4-Room",680000,"Central"
"2566","HDB Executive",718000,"North-East"
"2567","5-Room",465000,"North-East"
"2568","4-Room",768000,"Central"
"2569","3-Room",298000,"Central"
"2570","5-Room",490000,"West"
"2571","HDB Executive",575000,"West"
"2572","4-Room",480000,"North-East"
"2573","Multi-Gen/Jumbo",858000,"East"
"2575","4-Room",715000,"West"
"2576","3-Room",330000,"North-East"
"2577","5-Room",530000,"North-East"
"2578","4-Room",448000,"East"
"2579","HDB Executive",920000,"North-East"
"2580","3-Room",280000,"West"
"2581","3-Room",728000,"Central"
"2582","3-Room",330000,"East"
"2583","3-Room",280000,"Central"
"2584","Multi-Gen/Jumbo",7e+05,"North"
"2585","5-Room",8e+05,"Central"
"2586","5-Room",819000,"Central"
"2587","3-Room",330000,"Central"
"2588","5-Room",525000,"Central"
"2589","4-Room",720000,"Central"
"2590","5-Room",498000,"North"
"2591","4-Room",818000,"Central"
"2592","4-Room",825000,"Central"
"2593","4-Room",495000,"West"
"2594","3-Room",250000,"Central"
"2595","5-Room",765000,"North-East"
"2596","4-Room",488000,"North-East"
"2597","4-Room",450000,"North"
"2598","5-Room",850000,"Central"
"2599","5-Room",690000,"East"
"2600","4-Room",628000,"Central"
"2601","5-Room",620000,"West"
"2603","5-Room",788000,"Central"
"2604","5-Room",640000,"East"
"2605","4-Room",430000,"North-East"
"2606","4-Room",452000,"West"
"2607","4-Room",680000,"Central"
"2608","5-Room",850000,"East"
"2609","4-Room",350000,"West"
"2610","4-Room",728000,"East"
"2611","4-Room",495000,"Central"
"2612","5-Room",438000,"North-East"
"2613","5-Room",630000,"East"
"2614","5-Room",780000,"North-East"
"2615","5-Room",680000,"East"
"2616","4-Room",478000,"North"
"2617","4-Room",455000,"North-East"
"2618","HDB Executive",648888,"West"
"2619","3-Room",439888,"West"
"2620","3-Room",325000,"West"
"2621","4-Room",438000,"North-East"
"2622","3-Room",458000,"Central"
"2623","5-Room",650000,"East"
"2624","3-Room",460000,"Central"
"2625","4-Room",728000,"West"
"2626","4-Room",860000,"West"
"2627","4-Room",968000,"Central"
"2628","5-Room",698000,"North-East"
"2629","5-Room",499000,"North-East"
"2630","4-Room",498000,"North-East"
"2631","4-Room",595000,"West"
"2632","4-Room",578000,"North-East"
"2633","5-Room",5e+05,"Central"
"2634","4-Room",570000,"North-East"
"2635","5-Room",560000,"North-East"
"2636","5-Room",625000,"North-East"
"2637","4-Room",728000,"West"
"2638","4-Room",480000,"North-East"
"2639","3-Room",580000,"West"
"2640","5-Room",625000,"North-East"
"2641","4-Room",488000,"Central"
"2642","5-Room",920000,"Central"
"2643","5-Room",610000,"North-East"
"2644","4-Room",450000,"North-East"
"2645","4-Room",480000,"North-East"
"2646","5-Room",950000,"Central"
"2647","4-Room",750000,"Central"
"2649","5-Room",580000,"West"
"2650","4-Room",499000,"North-East"
"2651","HDB Executive",520000,"West"
"2652","5-Room",728000,"North-East"
"2653","5-Room",699000,"North-East"
"2654","2-Room",268000,"North-East"
"2655","4-Room",490000,"West"
"2656","4-Room",478000,"North"
"2657","4-Room",420000,"North-East"
"2658","4-Room",465000,"North-East"
"2659","5-Room",799000,"Central"
"2660","4-Room",638000,"East"
"2661","3-Room",249450,"Central"
"2662","3-Room",268000,"West"
"2663","5-Room",535000,"North-East"
"2664","3-Room",330000,"Central"
"2665","3-Room",640000,"Central"
"2666","4-Room",420000,"North-East"
"2667","4-Room",870000,"Central"
"2668","4-Room",680000,"North-East"
"2669","5-Room",708000,"Central"
"2670","4-Room",695000,"East"
"2671","4-Room",750000,"East"
"2672","5-Room",540000,"North-East"
"2673","HDB Executive",1150000,"North-East"
"2674","5-Room",888000,"East"
"2675","HDB Executive",580000,"West"
"2676","5-Room",468000,"West"
"2677","4-Room",695000,"East"
"2678","5-Room",520000,"North-East"
"2680","HDB Executive",1150000,"North-East"
"2681","5-Room",459000,"North-East"
"2682","4-Room",428000,"East"
"2683","HDB Executive",648000,"West"
"2684","3-Room",328000,"West"
"2685","5-Room",650000,"East"
"2686","5-Room",780000,"East"
"2687","5-Room",650000,"North-East"
"2688","4-Room",618000,"Central"
"2689","5-Room",870000,"East"
"2690","4-Room",780000,"Central"
"2691","5-Room",6e+05,"North-East"
"2692","4-Room",595000,"North-East"
"2693","3-Room",610000,"North-East"
"2694","4-Room",450000,"East"
"2695","4-Room",6e+05,"Central"
"2696","5-Room",608000,"North-East"
"2697","3-Room",338000,"West"
"2698","5-Room",450000,"West"
"2699","3-Room",320000,"West"
"2700","HDB Executive",668000,"North-East"
"2701","5-Room",606000,"West"
"2702","5-Room",6e+05,"Central"
"2703","HDB Executive",605000,"East"
"2704","5-Room",552000,"North-East"
"2705","3-Room",330000,"Central"
"2706","5-Room",8e+05,"Central"
"2707","4-Room",350000,"North"
"2708","4-Room",760000,"West"
"2709","5-Room",598000,"North-East"
"2710","5-Room",535000,"North-East"
"2711","4-Room",560000,"West"
"2712","4-Room",688000,"North-East"
"2713","4-Room",498000,"East"
"2714","4-Room",608000,"Central"
"2715","5-Room",520000,"West"
"2716","3-Room",338000,"East"
"2717","HDB Executive",740000,"West"
"2718","4-Room",468000,"North-East"
"2719","3-Room",235000,"Central"
"2721","3-Room",320000,"West"
"2722","3-Room",728000,"Central"
"2723","4-Room",490000,"West"
"2724","4-Room",695000,"East"
"2725","4-Room",450000,"West"
"2726","4-Room",540000,"Central"
"2727","5-Room",825000,"North-East"
"2728","5-Room",558000,"East"
"2729","HDB Executive",680000,"North"
"2730","Multi-Gen/Jumbo",7e+05,"North"
"2731","4-Room",570000,"Central"
"2732","4-Room",530000,"North-East"
"2733","HDB Executive",585000,"North-East"
"2734","5-Room",1100000,"Central"
"2735","5-Room",590000,"North-East"
"2736","5-Room",570000,"West"
"2737","4-Room",720000,"Central"
"2738","3-Room",325000,"Central"
"2739","5-Room",585000,"East"
"2740","3-Room",320000,"West"
"2741","4-Room",568000,"North-East"
"2742","3-Room",660000,"North-East"
"2743","5-Room",999999,"Central"
"2744","HDB Executive",650000,"East"
"2745","4-Room",718000,"East"
"2746","3-Room",330000,"Central"
"2747","4-Room",495000,"East"
"2748","4-Room",818000,"Central"
"2749","5-Room",598000,"Central"
"2750","4-Room",575000,"North-East"
"2751","4-Room",660000,"East"
"2752","4-Room",550000,"Central"
"2753","4-Room",799000,"Central"
"2754","5-Room",699000,"North-East"
"2755","3-Room",288000,"North"
"2756","5-Room",485000,"North"
"2757","5-Room",525000,"North-East"
"2758","4-Room",550000,"East"
"2759","4-Room",4e+05,"West"
"2761","5-Room",498000,"East"
"2762","5-Room",599000,"East"
"2763","4-Room",525000,"North-East"
"2764","3-Room",250000,"Central"
"2765","4-Room",618000,"North-East"
"2766","4-Room",8e+05,"Central"
"2767","4-Room",9e+05,"Central"
"2768","4-Room",750000,"Central"
"2770","5-Room",6e+05,"East"
"2772","4-Room",478000,"North-East"
"2773","4-Room",399999,"North-East"
"2774","5-Room",560000,"North-East"
"2775","3-Room",368000,"Central"
"2776","3-Room",285000,"West"
"2777","4-Room",698000,"East"
"2778","4-Room",450000,"West"
"2779","4-Room",370000,"North"
"2780","5-Room",6e+05,"East"
"2781","4-Room",468000,"North-East"
"2782","4-Room",430000,"Central"
"2783","4-Room",438000,"East"
"2784","3-Room",318000,"North"
"2785","4-Room",828000,"Central"
"2786","5-Room",850000,"Central"
"2787","4-Room",495000,"East"
"2788","4-Room",849000,"Central"
"2789","4-Room",330000,"West"
"2790","4-Room",7e+05,"East"
"2791","5-Room",590000,"West"
"2792","4-Room",495000,"West"
"2793","4-Room",468000,"North-East"
"2794","4-Room",618000,"North-East"
"2795","4-Room",680000,"Central"
"2796","3-Room",3e+05,"North-East"
"2797","5-Room",420000,"North-East"
"2798","4-Room",765000,"Central"
"2799","5-Room",880000,"Central"
"2800","4-Room",565000,"North-East"
"2801","3-Room",3e+05,"East"
"2802","HDB Executive",598880,"East"
"2803","4-Room",538000,"North-East"
"2804","HDB Executive",799000,"North-East"
"2805","5-Room",1e+06,"North-East"
"2806","5-Room",825000,"East"
"2807","5-Room",690000,"North-East"
"2808","5-Room",768000,"North-East"
"2809","5-Room",599999,"North-East"
"2810","4-Room",6e+05,"East"
"2811","5-Room",678000,"North-East"
"2812","HDB Executive",698000,"East"
"2813","4-Room",508000,"North-East"
"2814","5-Room",930000,"Central"
"2815","4-Room",628888,"Central"
"2816","5-Room",720000,"East"
"2817","5-Room",595000,"North-East"
"2818","4-Room",550000,"North-East"
"2819","5-Room",499000,"West"
"2820","4-Room",660000,"Central"
"2821","4-Room",535000,"East"
"2822","5-Room",950000,"Central"
"2823","4-Room",780000,"Central"
"2824","4-Room",430000,"East"
"2825","5-Room",780000,"East"
"2826","5-Room",488000,"North-East"
"2828","HDB Executive",590000,"North-East"
"2829","4-Room",715000,"East"
"2830","4-Room",1200000,"Central"
"2831","4-Room",440000,"North-East"
"2832","4-Room",578000,"North-East"
"2833","HDB Executive",628000,"East"
"2834","HDB Executive",720000,"East"
"2835","4-Room",438000,"North-East"
"2836","4-Room",510000,"North"
"2837","5-Room",653000,"North-East"
"2839","5-Room",450000,"East"
"2842","4-Room",1050000,"Central"
"2843","5-Room",458000,"North-East"
"2844","5-Room",768000,"East"
"2845","3-Room",378000,"North"
"2846","HDB Executive",6e+05,"West"
"2847","5-Room",526000,"West"
"2848","4-Room",475000,"North-East"
"2849","HDB Executive",950000,"Central"
"2850","3-Room",4e+05,"North-East"
"2851","4-Room",595000,"North-East"
"2852","4-Room",760000,"West"
"2853","HDB Executive",820000,"West"
"2854","HDB Executive",679000,"West"
"2855","4-Room",739000,"Central"
"2856","HDB Executive",780000,"North-East"
"2857","4-Room",649000,"North-East"
"2858","3-Room",470000,"East"
"2859","5-Room",438000,"North-East"
"2860","5-Room",586000,"West"
"2861","HDB Executive",650000,"North"
"2862","HDB Executive",850000,"North"
"2863","Multi-Gen/Jumbo",550000,"North"
"2864","4-Room",680000,"North-East"
"2865","HDB Executive",668000,"East"
"2866","4-Room",450000,"North-East"
"2867","5-Room",648000,"East"
"2868","5-Room",798888,"West"
"2869","HDB Executive",1e+06,"Central"
"2870","4-Room",648000,"Central"
"2871","HDB Executive",678000,"West"
"2873","5-Room",525000,"Central"
"2874","5-Room",868000,"Central"
"2875","4-Room",8e+05,"Central"
"2876","4-Room",670000,"East"
"2877","5-Room",606000,"West"
"2878","4-Room",490000,"North-East"
"2879","4-Room",560000,"West"
"2880","4-Room",880000,"Central"
"2881","5-Room",640000,"East"
"2882","4-Room",545000,"North-East"
"2883","3-Room",328000,"East"
"2884","5-Room",398000,"West"
"2885","4-Room",7e+05,"Central"
"2886","5-Room",820000,"West"
"2887","4-Room",849000,"Central"
"2888","3-Room",315000,"Central"
"2889","4-Room",380000,"North"
"2890","5-Room",520000,"West"
"2891","4-Room",490000,"North-East"
"2892","4-Room",510000,"North-East"
"2893","5-Room",450000,"North"
"2894","4-Room",455000,"East"
"2895","5-Room",9e+05,"Central"
"2896","4-Room",499000,"North-East"
"2897","3-Room",420000,"North-East"
"2898","3-Room",385000,"North-East"
"2899","4-Room",5e+05,"East"
"2900","3-Room",3e+05,"Central"
"2901","4-Room",755000,"East"
"2902","4-Room",648000,"Central"
"2903","4-Room",750000,"East"
"2904","5-Room",690000,"North-East"
"2905","5-Room",710000,"East"
"2906","HDB Executive",810000,"Central"
"2907","4-Room",475000,"North-East"
"2908","HDB Executive",880000,"West"
"2909","4-Room",630000,"East"
"2910","5-Room",439888,"North-East"
"2911","4-Room",738000,"Central"
"2912","HDB Executive",648888,"West"
"2913","4-Room",760000,"West"
"2914","3-Room",318000,"East"
"2915","4-Room",468000,"North-East"
"2916","5-Room",538000,"East"
"2917","4-Room",710000,"West"
"2918","4-Room",490000,"North-East"
"2919","4-Room",530000,"Central"
"2920","4-Room",508000,"North-East"
"2921","5-Room",630000,"North-East"
"2922","HDB Executive",645000,"West"
"2923","HDB Executive",650000,"West"
"2924","4-Room",1050000,"Central"
"2925","4-Room",7e+05,"Central"
"2926","4-Room",485000,"North-East"
"2927","HDB Executive",750000,"Central"
"2928","5-Room",670000,"North-East"
"2929","5-Room",848000,"East"
"2930","4-Room",650000,"Central"
"2931","4-Room",680000,"Central"
"2932","4-Room",680000,"Central"
"2933","3-Room",339000,"West"
"2934","4-Room",650000,"Central"
"2935","5-Room",540000,"East"
"2936","5-Room",885777,"Central"
"2937","5-Room",920000,"Central"
"2938","4-Room",450000,"North-East"
"2939","4-Room",880000,"Central"
"2940","4-Room",835000,"Central"
"2941","5-Room",648000,"East"
"2942","4-Room",370000,"North-East"
"2943","4-Room",470000,"North-East"
"2944","5-Room",638000,"North-East"
"2945","4-Room",478000,"East"
"2946","5-Room",1049000,"Central"
"2947","4-Room",535000,"Central"
"2948","5-Room",630000,"Central"
"2949","4-Room",475000,"North-East"
"2950","5-Room",7e+05,"West"
"2951","HDB Executive",588000,"North-East"
"2952","HDB Executive",648000,"West"
"2953","5-Room",485000,"North"
"2954","4-Room",7e+05,"Central"
"2955","5-Room",738000,"North-East"
"2956","3-Room",390000,"North-East"
"2957","4-Room",610000,"East"
"2958","5-Room",570000,"East"
"2959","5-Room",670000,"North-East"
"2960","HDB Executive",970000,"Central"
"2961","4-Room",468000,"Central"
"2962","4-Room",480000,"East"
"2963","HDB Executive",738888,"North-East"
"2964","5-Room",698000,"North-East"
"2965","3-Room",306000,"East"
"2966","4-Room",785000,"North-East"
"2967","4-Room",478000,"North-East"
"2968","4-Room",698000,"Central"
"2969","4-Room",508000,"North-East"
"2970","3-Room",330000,"Central"
"2971","5-Room",570000,"North-East"
"2972","4-Room",595000,"North-East"
"2973","5-Room",1e+06,"Central"
"2974","5-Room",470000,"North-East"
"2975","3-Room",298000,"North-East"
"2976","4-Room",558000,"North-East"
"2977","5-Room",885777,"Central"
"2978","4-Room",530000,"East"
"2979","4-Room",538000,"North-East"
"2980","5-Room",530000,"North-East"
"2981","HDB Executive",768000,"North-East"
"2982","5-Room",8e+05,"Central"
"2984","3-Room",430000,"West"
"2985","HDB Executive",648888,"West"
"2986","4-Room",373000,"North"
"2987","HDB Executive",715000,"East"
"2988","5-Room",660000,"North-East"
"2989","4-Room",699000,"North-East"
"2990","HDB Executive",849000,"Central"
"2991","3-Room",530000,"East"
"2992","HDB Executive",790000,"North-East"
"2993","4-Room",680000,"Central"
"2994","5-Room",825000,"East"
"2995","4-Room",580000,"North-East"
"2996","4-Room",479000,"North-East"
"2997","4-Room",480000,"North-East"
"2998","4-Room",860000,"West"
"2999","3-Room",306000,"East"
"3000","3-Room",278000,"North"
"3001","4-Room",580000,"North-East"
"3002","4-Room",520000,"North-East"
"3003","4-Room",460000,"East"
"3004","4-Room",450000,"West"
"3005","5-Room",620000,"North-East"
"3006","4-Room",465000,"North-East"
"3007","4-Room",368000,"North-East"
"3008","5-Room",888000,"Central"
"3009","4-Room",849000,"Central"
"3010","4-Room",480000,"North-East"
"3011","4-Room",499000,"North-East"
"3012","4-Room",350000,"North-East"
"3013","4-Room",535000,"East"
"3014","5-Room",8e+05,"North-East"
"3015","5-Room",468000,"North-East"
"3016","5-Room",468000,"West"
"3017","4-Room",395000,"North-East"
"3018","5-Room",1200000,"Central"
"3019","4-Room",835000,"Central"
"3020","HDB Executive",1300000,"Central"
"3021","3-Room",280000,"Central"
"3022","4-Room",528888,"North-East"
"3023","5-Room",668000,"North-East"
"3024","4-Room",535000,"North-East"
"3025","5-Room",1049000,"Central"
"3026","4-Room",680000,"Central"
"3027","5-Room",7e+05,"West"
"3028","4-Room",968000,"Central"
"3029","3-Room",320000,"East"
"3030","4-Room",480000,"West"
"3031","5-Room",8e+05,"Central"
"3032","4-Room",7e+05,"Central"
"3033","4-Room",478000,"North-East"
"3034","5-Room",648000,"East"
"3035","Multi-Gen/Jumbo",750000,"North"
"3036","3-Room",460000,"Central"
"3037","4-Room",465000,"West"
"3038","HDB Executive",560000,"North-East"
"3039","4-Room",469000,"North-East"
"3041","5-Room",590000,"East"
"3042","5-Room",820000,"West"
"3043","4-Room",388000,"Central"
"3044","5-Room",530000,"North-East"
"3045","5-Room",999999,"Central"
"3046","5-Room",6e+05,"North-East"
"3047","4-Room",849000,"Central"
"3048","4-Room",660000,"Central"
"3049","4-Room",480000,"North-East"
"3050","3-Room",390000,"North-East"
"3051","4-Room",548000,"North-East"
"3052","5-Room",798000,"Central"
"3053","5-Room",438000,"North-East"
"3055","4-Room",728000,"West"
"3056","5-Room",798000,"Central"
"3057","4-Room",479000,"North-East"
"3058","4-Room",480000,"East"
"3059","3-Room",306000,"East"
"3060","4-Room",510000,"North"
"3061","4-Room",770000,"Central"
"3062","4-Room",849000,"Central"
"3063","3-Room",398000,"North-East"
"3064","4-Room",1050000,"Central"
"3065","HDB Executive",650000,"West"
"3066","5-Room",5e+05,"West"
"3067","4-Room",485000,"North-East"
"3068","5-Room",670000,"North-East"
"3069","4-Room",560000,"North-East"
"3070","5-Room",830000,"Central"
"3071","5-Room",708000,"Central"
"3072","5-Room",573000,"North-East"
"3073","4-Room",550000,"West"
"3074","2-Room",265000,"North-East"
"3075","4-Room",375000,"North-East"
"3076","5-Room",828000,"Central"
"3077","4-Room",480000,"East"
"3078","4-Room",430000,"North-East"
"3079","HDB Executive",718000,"North-East"
"3080","3-Room",728000,"Central"
"3081","HDB Executive",638000,"East"
"3082","5-Room",680000,"East"
"3084","HDB Executive",560000,"North-East"
"3085","3-Room",368000,"Central"
"3086","3-Room",288000,"East"
"3087","4-Room",510000,"North-East"
"3088","4-Room",480000,"Central"
"3089","HDB Executive",742888,"North-East"
"3090","5-Room",450000,"North-East"
"3091","3-Room",280000,"North"
"3092","5-Room",680000,"North-East"
"3093","4-Room",598000,"East"
"3094","4-Room",470000,"North-East"
"3095","5-Room",6e+05,"North-East"
"3096","4-Room",765888,"West"
"3097","4-Room",480000,"Central"
"3098","5-Room",530000,"West"
"3099","4-Room",478000,"North-East"
"3100","4-Room",750000,"Central"
"3101","5-Room",440000,"North-East"
"3102","4-Room",648888,"East"
"3103","4-Room",479000,"North-East"
"3104","4-Room",420000,"North-East"
"3105","5-Room",488000,"North"
"3106","4-Room",430000,"North-East"
"3107","3-Room",390000,"North-East"
"3108","5-Room",760000,"East"
"3109","4-Room",728000,"Central"
"3110","5-Room",620000,"North-East"
"3111","4-Room",420000,"North-East"
"3112","5-Room",670000,"North-East"
"3113","3-Room",370000,"Central"
"3114","4-Room",425000,"West"
"3115","5-Room",599000,"North-East"
"3116","4-Room",485000,"North-East"
"3117","HDB Executive",558000,"West"
"3118","4-Room",849000,"Central"
"3119","4-Room",580000,"North-East"
"3120","4-Room",450000,"West"
"3121","4-Room",465000,"North-East"
"3122","5-Room",620000,"North-East"
"3123","4-Room",560000,"North-East"
"3124","4-Room",510000,"North-East"
"3125","4-Room",350000,"North-East"
"3126","4-Room",660000,"Central"
"3127","4-Room",535000,"East"
"3128","5-Room",640000,"North-East"
"3129","4-Room",535000,"North-East"
"3130","5-Room",688000,"North-East"
"3131","4-Room",538000,"North-East"
"3132","5-Room",928800,"Central"
"3133","HDB Executive",720000,"East"
"3134","4-Room",610000,"East"
"3135","4-Room",849000,"Central"
"3136","5-Room",7e+05,"East"
"3137","3-Room",398000,"North-East"
"3139","4-Room",588000,"North-East"
"3140","4-Room",750000,"East"
"3141","5-Room",708000,"Central"
"3142","3-Room",290000,"Central"
"3143","4-Room",475000,"North-East"
"3145","4-Room",615000,"East"
"3146","4-Room",525000,"East"
"3147","5-Room",540000,"East"
"3148","4-Room",4e+05,"West"
"3149","4-Room",395000,"North-East"
"3150","4-Room",835000,"Central"
"3151","5-Room",8e+05,"East"
"3152","5-Room",668000,"North-East"
"3153","5-Room",699000,"North-East"
"3154","5-Room",8e+05,"Central"
"3155","3-Room",360000,"North-East"
"3156","4-Room",499999,"West"
"3157","4-Room",480000,"North-East"
"3158","5-Room",590000,"East"
"3159","5-Room",7e+05,"North-East"
"3160","5-Room",888000,"Central"
"3161","4-Room",390000,"West"
"3162","4-Room",695000,"East"
"3163","4-Room",625000,"East"
"3164","HDB Executive",690000,"North-East"
"3165","4-Room",650000,"Central"
"3166","4-Room",510000,"North-East"
"3167","5-Room",728000,"East"
"3168","3-Room",288000,"Central"
"3169","3-Room",250000,"Central"
"3170","5-Room",595000,"North-East"
"3171","3-Room",398000,"Central"
"3172","HDB Executive",910000,"Central"
"3173","3-Room",390000,"North-East"
"3174","3-Room",365000,"East"
"3175","4-Room",479000,"North-East"
"3176","HDB Executive",6e+05,"West"
"3177","4-Room",720000,"Central"
"3178","5-Room",660000,"North-East"
"3179","HDB Executive",570000,"North-East"
"3180","4-Room",405000,"East"
"3181","3-Room",330000,"North"
"3182","5-Room",850000,"Central"
"3183","5-Room",550000,"East"
"3184","4-Room",448000,"Central"
"3185","4-Room",873000,"Central"
"3186","4-Room",849000,"Central"
"3187","5-Room",720000,"North-East"
"3188","4-Room",420000,"North-East"
"3189","5-Room",670000,"North-East"
"3190","5-Room",460000,"North-East"
"3191","4-Room",518000,"North-East"
"3192","4-Room",660000,"Central"
"3194","3-Room",280000,"Central"
"3195","5-Room",599000,"Central"
"3196","4-Room",808000,"Central"
"3197","4-Room",375000,"North-East"
"3198","4-Room",458000,"North-East"
"3199","4-Room",699000,"North-East"
"3200","4-Room",730000,"Central"
"3201","4-Room",628000,"Central"
"3202","5-Room",278888,"North-East"
"3204","HDB Executive",850000,"Central"
"3205","5-Room",615000,"Central"
"3206","4-Room",395000,"East"
"3207","4-Room",438000,"North-East"
"3208","4-Room",780000,"East"
"3209","Multi-Gen/Jumbo",525000,"North"
"3210","5-Room",450000,"Central"
"3211","4-Room",269000,"East"
"3212","5-Room",675000,"East"
"3213","5-Room",1128000,"Central"
"3214","5-Room",498000,"East"
"3215","4-Room",8e+05,"Central"
"3216","3-Room",288000,"Central"
"3217","5-Room",525000,"Central"
"3218","4-Room",580000,"Central"
"3219","4-Room",945000,"Central"
"3220","4-Room",395000,"Central"
"3222","3-Room",330000,"West"
"3223","5-Room",1180000,"North-East"
"3224","3-Room",375000,"North-East"
"3225","5-Room",1080000,"Central"
"3226","4-Room",480000,"West"
"3227","5-Room",1080000,"Central"
"3228","4-Room",720000,"Central"
"3229","3-Room",265000,"East"
"3230","5-Room",438888,"West"
"3231","Multi-Gen/Jumbo",780000,"North"
"3232","4-Room",720000,"Central"
"3233","3-Room",265000,"East"
"3234","5-Room",1128000,"Central"
"3235","3-Room",288000,"Central"
"3236","5-Room",675000,"East"
"3237","4-Room",528000,"North-East"
"3238","3-Room",550000,"Central"
"3239","3-Room",3e+05,"North"
"3240","3-Room",359000,"Central"
"3242","4-Room",4e+05,"Central"
"3243","4-Room",450000,"East"
"3244","4-Room",6e+05,"North-East"
"3245","3-Room",340000,"Central"
"3246","4-Room",540000,"East"
"3247","5-Room",1080000,"Central"
"3248","3-Room",568000,"West"
"3249","3-Room",375000,"North-East"
"3250","4-Room",448000,"East"
"3251","3-Room",330000,"West"
"3252","4-Room",4e+05,"Central"
"3253","Multi-Gen/Jumbo",639000,"West"
"3254","3-Room",339000,"West"
"3255","3-Room",3e+05,"Central"
"3256","3-Room",550000,"Central"
"3257","3-Room",380000,"Central"
"3258","3-Room",288000,"Central"
"3259","4-Room",458000,"North-East"
"3260","3-Room",310000,"West"
"3261","5-Room",675000,"East"
"3262","4-Room",528000,"North-East"
"3263","HDB Executive",650000,"North"
"3264","4-Room",430000,"West"
"3265","3-Room",568000,"West"
"3266","HDB Executive",628000,"East"
"3267","4-Room",465000,"North-East"
"3268","5-Room",545000,"West"
"3269","4-Room",5e+05,"North-East"
"3270","4-Room",395000,"Central"
"3271","4-Room",475000,"North-East"
"3272","3-Room",360000,"East"
"3273","4-Room",388888,"East"
"3274","3-Room",550000,"Central"
"3275","5-Room",498000,"East"
"3276","3-Room",305000,"Central"
"3277","4-Room",480000,"West"
"3278","Multi-Gen/Jumbo",639000,"West"
"3279","3-Room",310000,"West"
"3280","4-Room",458000,"North-East"
"3281","4-Room",499111,"North-East"
"3282","4-Room",430000,"West"
"3283","3-Room",360000,"East"
"3284","5-Room",545000,"West"
"3285","4-Room",440000,"West"
"3286","Multi-Gen/Jumbo",785000,"Central"
"3287","5-Room",675000,"East"
"3288","5-Room",1080000,"Central"
"3289","5-Room",1080000,"Central"
"3290","5-Room",650000,"North"
"3291","4-Room",550000,"North-East"
"3292","2-Room",350000,"West"
"3293","3-Room",315000,"Central"
"3294","Multi-Gen/Jumbo",785000,"Central"
"3295","HDB Executive",650000,"North"
"3296","4-Room",630000,"West"
"3297","5-Room",720000,"North-East"
"3298","4-Room",420000,"North-East"
"3299","3-Room",288000,"Central"
"3300","4-Room",558000,"North-East"
"3301","3-Room",280000,"West"
"3302","4-Room",538000,"North-East"
"3303","4-Room",438000,"East"
"3304","4-Room",490000,"East"
"3305","4-Room",376000,"North"
"3306","4-Room",9e+05,"West"
"3307","1-Room",1500000,"Central"
"3308","3-Room",313000,"Central"
"3309","3-Room",3e+05,"Central"
"3310","5-Room",480000,"West"
"3311","3-Room",268000,"Central"
"3312","4-Room",360000,"Central"
"3313","5-Room",568000,"North-East"
"3314","3-Room",3e+05,"Central"
"3315","5-Room",690000,"North-East"
"3316","4-Room",420000,"North-East"
"3317","4-Room",485000,"West"
"3318","4-Room",598000,"Central"
"3319","4-Room",410000,"North"
"3320","4-Room",715000,"Central"
"3321","4-Room",490000,"East"
"3322","4-Room",570000,"North-East"
"3323","4-Room",699000,"West"
"3324","HDB Executive",598000,"West"
"3325","HDB Executive",768000,"Central"
"3326","5-Room",699000,"North-East"
"3327","5-Room",780000,"Central"
"3328","4-Room",480000,"West"
"3329","5-Room",765000,"East"
"3330","3-Room",320000,"East"
"3331","HDB Executive",618000,"West"
"3332","HDB Executive",598000,"West"
"3333","HDB Executive",705000,"North"
"3334","3-Room",320000,"Central"
"3335","5-Room",699000,"North-East"
"3336","4-Room",630000,"West"
"3337","4-Room",5e+05,"East"
"3338","HDB Executive",830000,"East"
"3339","4-Room",420000,"North-East"
"3340","3-Room",293000,"Central"
"3341","5-Room",568000,"North-East"
"3342","5-Room",680000,"North-East"
"3343","4-Room",510000,"North"
"3344","3-Room",420000,"North-East"
"3345","4-Room",420000,"East"
"3346","3-Room",288000,"Central"
"3347","5-Room",780000,"Central"
"3348","4-Room",465000,"North-East"
"3349","1-Room",1500000,"Central"
"3350","3-Room",450000,"Central"
"3351","5-Room",550000,"East"
"3352","4-Room",5e+05,"East"
"3353","3-Room",550000,"Central"
"3354","4-Room",699000,"West"
"3355","HDB Executive",768000,"Central"
"3356","HDB Executive",628000,"East"
"3357","4-Room",455000,"North-East"
"3358","5-Room",780000,"Central"
"3359","3-Room",320000,"East"
"3360","1-Room",1500000,"Central"
"3361","4-Room",510000,"North"
"3362","3-Room",320000,"Central"
"3363","5-Room",650000,"North-East"
"3364","4-Room",499000,"North-East"
"3365","HDB Executive",598000,"West"
"3366","4-Room",389000,"North-East"
"3367","5-Room",699999,"North-East"
"3368","4-Room",478000,"West"
"3369","5-Room",699000,"North-East"
"3370","3-Room",320000,"East"
"3371","3-Room",320000,"Central"
"3372","4-Room",428888,"East"
"3373","5-Room",7e+05,"North-East"
"3374","3-Room",430000,"West"
"3375","5-Room",470000,"North-East"
"3376","4-Room",365000,"East"
"3377","4-Room",470000,"East"
"3378","4-Room",685000,"West"
"3379","4-Room",650000,"West"
"3380","4-Room",790000,"Central"
"3381","4-Room",920000,"Central"
"3382","HDB Executive",550000,"West"
