"","X","Address","Room","Model","Year","Area","Price","Type","lon","lat","address"
"2016",2016,"  Blk 5A Upper Boon Keng Road Singapore","3-Room","Model A"," Built-2012","67 sqm / $693 psf(Built)","$500,000","Resale",103.8734187,1.3134277,"5a upper boon keng rd, singapore 381005"
"2017",2017,"  Blk 549B Segar Road Singapore","5-Room","Model A"," Built-2015","112 sqm / $480 psf(Built)","$580,000","Resale",103.7691506,1.3895051,"549b segar rd, singapore"
"2018",2018,"  Blk 1 Beach Road Singapore","3-Room","Improved"," Built-1979","68 sqm / $464 psf(Built)","$340,000","Resale",103.8645209,1.3034881,"1 beach rd, singapore 190001"
"2019",2019,"  Blk 309 Serangoon Avenue 2 Singapore","4-Room","New Generation"," Built-1984","95 sqm / $464 psf(Built)","$475,000","Resale",103.865332,1.3539094,"309 serangoon ave 2, block 309, singapore 550309"
"2020",2020,"  Blk 139 Jalan Bukit Merah Singapore","5-Room","Improved"," Built-1997","129 sqm / $550 psf(Built)","$765,000","Resale",103.8264716,1.2786934,"139 jalan bukit merah, block 139, singapore 160139"
"2021",2021,"  Blk 4 Holland Close Singapore","3-Room","Improved"," Built-1974","65 sqm / $542 psf(Built)","$380,000","Resale",103.7957715,1.3079724,"4 holland cl, block 4, singapore 271004"
"2022",2022,"  Blk 767 Bedok Reservoir View Singapore","5-Room","Model A"," Built-2000","115 sqm / $483 psf(Built)","$599,000","Resale",103.9367182,1.3359559,"767 bedok reservoir view, singapore 470767"
"2023",2023,"  Blk 516 Woodlands Drive 14 Singapore","5-Room","Improved"," Built-1999","125 sqm / $370 psf(Built)","$498,000","Resale",103.7911097,1.4347209,"516 woodlands drive 14, block 516, singapore 730516"
"2024",2024,"  Blk 4 Tao Ching Road Singapore","HDB Executive","Apartment"," ","69 sqm / $1,184 psf(Built)","$880,000","Resale",103.7240091,1.3329321,"4 tao ching rd, singapore"
"2025",2025,"  Blk 204 Pasir Ris Street 21 Singapore","HDB Executive","Apartment"," Built-1993","148 sqm / $426 psf(Built)","$680,000","Resale",103.962645,1.3674148,"204 pasir ris street 21, block 204, singapore 510204"
"2026",2026,"  Blk 157 Tampines Street 12 Singapore","3-Room","New Generation"," Built-1985","67 sqm / $520 psf(Built)","$375,000","Resale",103.9448992,1.3511017,"157 tampines street 12, block 157, singapore 521157"
"2027",2027,"  Blk 473A Upper Serangoon Crescent Singapore","5-Room","Improved"," Built-2016","112 sqm / $497 psf(Built)","$600,000","Resale",103.9003069,1.3767753,"473a upper serangoon cres, singapore 531473"
"2028",2028,"  Blk 183 Bedok North Road Singapore","4-Room","Model A"," Built-2005","92 sqm / $555 psf(Built)","$550,000","Resale",103.9418172,1.3263854,"183 bedok north rd, block 183, singapore 460183"
"2029",2029,"  Blk 469C Sengkang West Way Singapore","1-Room","Improved"," Built-2016","113 sqm / $491 psf(Built)","$598,000","Resale",103.8776423,1.3961543,"469c sengkang w way, singapore 790469"
"2030",2030,"  Blk 308C Punggol Walk Singapore","4-Room","Model A"," Built-2016","92 sqm / $540 psf(Built)","$535,000","Resale",103.8991162,1.4080103,"308c punggol walk, singapore 823308"
"2031",2031,"  Blk 139B The Peak @ Toa Payoh Singapore","4-Room","Built-2012",NA,"91 sqm / $877 psf(Built)","$860,000","Resale",103.8446832,1.3366381,"128 lor 1 toa payoh, singapore 310128"
"2032",2032,"  Blk 714 Clementi West Street 2 Singapore","3-Room","New Generation"," Built-1980","82 sqm / $362 psf(Built)","$320,000","Resale",103.7618194,1.3041378,"714 clementi west street 2, block 714, singapore 120714"
"2033",2033,"  Blk 467 North Bridge Road Singapore","3-Room","Improved"," Built-1978","60 sqm / $541 psf(Built)","$350,000","Resale",103.8628852,1.305254,"467 north bridge rd, block 467, singapore 190467"
"2034",2034,"  Blk 589B Montreal Drive Singapore","4-Room","Model A"," Built-2002","85 sqm / $415 psf(Built)","$380,000","Resale",103.8253847,1.4496863,"589b montreal dr, block 589b, singapore 752589"
"2035",2035,"  Blk 120A Rivervale Drive Singapore","HDB Executive","Apartment"," Built-2001","141 sqm / $460 psf(Built)","$698,000","Resale",103.904084,1.386259,"120a rivervale dr, singapore 541120"
"2036",2036,"  Blk 167 Stirling Road Singapore","3-Room","Improved"," Built-1971","69 sqm / $415 psf(Built)","$308,888","Resale",103.8026535,1.2900121,"167 stirling rd, block 167, dania beach 140167"
"2037",2037,"  Blk 171 Bishan Street 13 Singapore","3-Room","Simplified"," Built-1988","64 sqm / $664 psf(Built)","$458,000","Resale",103.8536456,1.3468013,"171 bishan street 13, block 171, singapore 570171"
"2038",2038,"  Blk 470B Upper Serangoon Crescent Singapore","5-Room","Improved"," Built-2015","112 sqm / $512 psf(Built)","$618,000","Resale",103.9010178,1.3790529,"470b upper serangoon cres, singapore 532470"
"2039",2039,"  Blk 273C Punggol Place Singapore","5-Room","Premium Apartment"," Built-2013","113 sqm / $522 psf(Built)","$635,000","Resale",103.9013943,1.4022707,"273c punggol pl, singapore 823273"
"2040",2040,"  Blk 167 Bishan Street 13 Singapore","4-Room","Simplified"," Built-1988","84 sqm / $517 psf(Built)","$468,000","Resale",103.8555479,1.3479618,"167 bishan street 13, block 167, singapore 570167"
"2041",2041,"  Blk 329 Jurong East Avenue 1 Singapore","4-Room","Model A"," Built-1983","104 sqm / $402 psf(Built)","$450,000","Resale",103.7298929,1.3501778,"329 jurong east ave 1, block 329, singapore 600329"
"2042",2042,"  Blk 146 Tampines Avenue 5 Singapore","HDB Executive","Maisonette"," Built-1985","150 sqm / $488 psf(Built)","$788,888","Resale",103.9423611,1.3481155,"146 tampines ave 5, block 146, singapore 521146"
"2043",2043,"  Blk 37 Circuit Road Singapore","4-Room","Improved"," Built-1972","98 sqm / $426 psf(Built)","$450,000","Resale",103.8867599,1.328128,"37 circuit rd, block 37, singapore 370037"
"2044",2044,"  Blk 475D Parkland Residences Singapore","4-Room","Model A"," Built-2014","92 sqm / $707 psf(Built)","$700,000","Resale",103.9002105,1.375868,"475a upper serangoon cres, singapore 531475"
"2045",2045,"  Blk 14 Dover Close East Singapore","5-Room","Simplified"," Built-1978","117 sqm / $634 psf(Built)","$798,888","Resale",103.7854574,1.3057387,"14 dover cl e, singapore 130014"
"2046",2046,"  Blk 401 Tampines Street 41 Singapore","4-Room","Model A"," Built-1985","103 sqm / $422 psf(Built)","$468,000","Resale",103.9447179,1.3571056,"401 tampines street 41, block 401, singapore 520401"
"2047",2047,"  Blk 258C Compassvale Road Singapore","5-Room","Improved"," Built-2001","110 sqm / $439 psf(Built)","$520,000","Resale",103.8976045,1.393252,"258c compassvale rd, singapore 543258"
"2048",2048,"  Blk 333 Kang Ching Road Singapore","HDB Executive","Apartment"," Built-1997","143 sqm / $402 psf(Built)","$620,000","Resale",103.7232828,1.3395137,"333 kang ching rd, block 333, singapore 610333"
"2049",2049,"  Blk 143 Lorong 2 Toa Payoh Singapore","5-Room","Improved"," Built-2002","110 sqm / $616 psf(Built)","$730,000","Resale",103.843904,1.3356536,"143 lor 2 toa payoh, singapore 310143"
"2050",2050,"  Blk 112 Edgefield Plains Singapore","4-Room","Model A"," Built-2003","95 sqm / $391 psf(Built)","$399,999","Resale",103.907121,1.3962889,"112 edgefield plains, singapore 820112"
"2051",2051,"  Blk 3 Queens Road Singapore","4-Room","Improved"," Built-1974","91 sqm / $505 psf(Built)","$495,000","Resale",103.8116414,1.3228663,"3 queen's rd, singapore 266734"
"2052",2052,"  Blk 58 Strathmore Avenue Singapore","4-Room","Model A"," Built-2000","85 sqm / $795 psf(Built)","$728,000","Resale",103.8106905,1.2932038,"58 strathmore ave, block 58, singapore 142058"
"2053",2053,"  Blk 90 Tanglin Halt Road Singapore","4-Room","Model A"," Built-2008","90 sqm / $825 psf(Built)","$800,000","Resale",103.7990313,1.3006381,"90 tanglin halt rd, blk90, singapore 141090"
"2054",2054,"  Blk 679A Punggol Drive Singapore","5-Room","Improved"," Built-2016","113 sqm / $534 psf(Built)","$650,000","Resale",103.9083018,1.405978,"679a punggol dr, singapore 823678"
"2055",2055,"  Blk 308A Punggol Walk Singapore","4-Room","Model A"," Built-2016","92 sqm / $543 psf(Built)","$538,000","Resale",103.9005963,1.4076123,"308a punggol walk, singapore 821308"
"2056",2056,"  Blk 143 Lorong 2 Toa Payoh Singapore","4-Room","Model A"," Built-2002","90 sqm / $722 psf(Built)","$700,000","Resale",103.843904,1.3356536,"143 lor 2 toa payoh, singapore 310143"
"2057",2057,"  Blk 4 Toh Yi Drive Singapore","5-Room","Improved"," Built-1988","122 sqm / $609 psf(Built)","$800,000","Resale",103.7747655,1.3384688,"4 toh yi dr, block 4, singapore 590004"
"2058",2058,"  Blk 90 Bedok North Street 4 Singapore","5-Room","Simplified"," Built-1978","117 sqm / $381 psf(Built)","$480,000","Resale",103.9403668,1.3321736,"90 bedok north street 4, block 90, singapore 460090"
"2059",2059,"  Blk 808C Chai Chee Road Singapore","4-Room","Model A"," Built-2015","93 sqm / $649 psf(Built)","$650,000","Resale",103.9233711,1.327395,"808c chai chee rd, singapore 463808"
"2060",2060,"  Blk 636C Senja Road Singapore","4-Room","Model A"," Built-2015","92 sqm / $469 psf(Built)","$465,000","Resale",103.7590131,1.3873616,"636c senja rd, singapore 673636"
"2061",2061,"  Blk 636C Senja Road Singapore","4-Room","Improved"," Built-2015","92 sqm / $500 psf(Built)","$495,000","Resale",103.7590131,1.3873616,"636c senja rd, singapore 673636"
"2062",2062,"  Blk 51 Telok Blangah Drive Singapore","4-Room","New Generation"," Built-1978","92 sqm / $484 psf(Built)","$480,000","Resale",103.8100806,1.2735257,"51 telok blangah dr, block 51, singapore 100051"
"2063",2063,"  Blk 268D Compassvale Link Singapore","4-Room","Model A"," Built-2006","90 sqm / $534 psf(Built)","$518,000","Resale",103.895782,1.384911,"268d compassvale link, singapore 544268"
"2064",2064,"  Blk 311B Trivelis Singapore","4-Room","Model A"," Built-2014","80 sqm / $868 psf(Built)","$748,000","Resale",103.7655694,1.3191667,"311a clementi ave 4, singapore 121311"
"2065",2065,"  Blk 10 Pine Close Singapore","3-Room","New Generation(modified)"," Built-1981","82 sqm / $447 psf(Built)","$395,000","Resale",103.882277,1.3091671,"10 pine cl, block 10, singapore 391010"
"2066",2066,"  Blk 308C Punggol Walk Singapore","4-Room","Model A"," Built-2016","92 sqm / $540 psf(Built)","$535,000","Resale",103.8991162,1.4080103,"308c punggol walk, singapore 823308"
"2067",2067,"  Blk 58 Strathmore Avenue Singapore","4-Room","Model A"," Built-2000","85 sqm / $795 psf(Built)","$728,000","Resale",103.8106905,1.2932038,"58 strathmore ave, block 58, singapore 142058"
"2068",2068,"  Blk 747B Belvia Singapore","4-Room","Improved"," Built-2019","86 sqm / $750 psf(Built)","$695,000","Resale",103.9213614,1.3365339,"747a bedok reservoir cres, singapore 471747"
"2069",2069,"  Blk 346 Tampines Street 33 Singapore","4-Room","Model A"," Built-1996","107 sqm / $373 psf(Built)","$430,000","Resale",103.9623957,1.3510724,"346 tampines street 33, block 346, singapore 520346"
"2070",2070,"  Blk 167 Bishan Street 13 Singapore","4-Room","Simplified"," Built-1988","84 sqm / $497 psf(Built)","$450,000","Resale",103.8555479,1.3479618,"167 bishan street 13, block 167, singapore 570167"
"2071",2071,"  Blk 30 Balam Road Singapore","3-Room","Standard"," Built-1973","57 sqm / $390 psf(Built)","$240,000","Resale",103.887077,1.3296995,"30 balam rd, block 30, singapore 370030"
"2072",2072,"  Blk 304 Clementi Avenue 4 Singapore","4-Room","New Generation"," Built-1979","92 sqm / $543 psf(Built)","$538,000","Resale",103.7648521,1.320917,"304 clementi ave 4, block 304, singapore 120304"
"2073",2073,"  Blk 293D Compassvale Crescent Singapore","5-Room","Standard"," Built-2016","112 sqm / $522 psf(Built)","$630,000","Resale",103.8953137,1.3963275,"293d compassvale cres, singapore 543293"
"2074",2074,"  Blk 134 Marsiling Road Singapore","Multi-Gen/Jumbo","Jumbo"," Built-1995","173 sqm / $375 psf(Built)","$700,000","Resale",103.7776626,1.4367682,"134 marsiling rd, block 134, singapore 730134"
"2075",2075,"  Blk 729 Yishun Street 71 Singapore","3-Room","Standard"," Built-1987","64 sqm / $417 psf(Built)","$288,000","Resale",103.8315436,1.4259435,"729 yishun street 71, block 729, singapore 760729"
"2076",2076,"  Blk 678A Punggol Drive Singapore","4-Room","Model A"," Built-2015","93 sqm / $419 psf(Built)","$420,000","Resale",103.9085462,1.4056265,"678a punggol dr, singapore 821678"
"2077",2077,"  Blk 445 Tampines Street 42 Singapore","3-Room","Simplified"," Built-1986","64 sqm / $478 psf(Built)","$330,000","Resale",103.9505196,1.3581696,"445 tampines street 42, block 445, singapore 520445"
