"","X","Address","Room","Model","Year","Area","Price","Type","lon","lat","address"
"289",289,"  Blk 530C Pasir Ris One Singapore","4-Room","Model A"," Built-2015","86 sqm / $701 psf(Built)","$650,000","Resale",103.9501566,1.3716643,"530c pasir ris dr 1, singapore 513530"
"290",290,"  Blk 51 New Upper Changi Road Singapore","4-Room","Improved"," Built-1977","84 sqm / $412 psf(Built)","$373,000","Resale",103.941309,1.323705,"51 new upper changi rd, singapore 461051"
"291",291,"  Blk 308A Punggol Walk Singapore","5-Room","Improved"," Built-2016","112 sqm / $647 psf(Built)","$780,000","Resale",103.9005963,1.4076123,"308a punggol walk, singapore 821308"
"292",292,"  Blk 213A Punggol Walk Singapore","5-Room","Standard"," Built-2015","113 sqm / $483 psf(Built)","$588,000","Resale",103.898282,1.400855,"213a punggol walk, singapore 828792"
"293",293,"  Blk 183C Boon Lay Avenue Singapore","4-Room","Model A"," Built-2015","92 sqm / $484 psf(Built)","$480,000","Resale",103.7092363,1.3485931,"183c boon lay ave, singapore 643183"
"294",294,"  Blk 807A Chai Chee Road Singapore","3-Room","Model A"," Built-2016","68 sqm / $710 psf(Built)","$520,000","Resale",103.9232433,1.3272024,"807a chai chee rd, singapore 461808"
"295",295,"  Blk 488D Choa Chu Kang Avenue 5 Singapore","5-Room","Improved"," Built-2016","113 sqm / $435 psf(Built)","$530,000","Resale",103.7406641,1.3764044,"488d choa chu kang ave 5, singapore 684485"
"296",296,"  Blk 9 MARSILING DRIVE Singapore","5-Room","Simplified"," Built-1976","120 sqm / $348 psf(Built)","$450,000","Resale",103.7764856,1.4412532,"9 marsiling dr, singapore 730009"
"297",297,"  Blk 698C Hougang Street 52 Singapore","HDB Executive","Multi Generation"," Built-1999","141 sqm / $434 psf(Built)","$660,000","Resale",103.8883456,1.3753812,"698c hougang street 52, block 698c, singapore 533698"
"298",298,"  Blk 308C Punggol Walk Singapore","4-Room","Model A"," Built-2016","92 sqm / $527 psf(Built)","$522,000","Resale",103.8991162,1.4080103,"308c punggol walk, singapore 823308"
"299",299,"  Blk 310B Punggol Walk Singapore","4-Room","Model A"," Built-2016","92 sqm / $575 psf(Built)","$570,000","Resale",103.9004061,1.4094207,"310b punggol walk, singapore 822310"
"300",300,"  Blk 258 Bishan Street 22 Singapore","HDB Executive","Maisonette"," Built-1992","155 sqm / $587 psf(Built)","$980,000","Resale",103.8426847,1.3598274,"258 bishan street 22, block 258, singapore 570258"
"301",301,"  Blk 470B Upper Serangoon Crescent Singapore","5-Room","Improved"," Built-2015","112 sqm / $512 psf(Built)","$618,000","Resale",103.9010178,1.3790529,"470b upper serangoon cres, singapore 532470"
"302",302,"  Blk 221 Bukit Batok East Avenue 3 Singapore","HDB Executive","Maisonette"," Built-1985","149 sqm / $373 psf(Built)","$599,000","Resale",103.7537655,1.3474582,"221 bukit batok east ave 3, block 221, singapore 650221"
"303",303,"  Blk 624A Punggol Central Singapore","4-Room","Model A"," Built-2014","95 sqm / $487 psf(Built)","$498,888","Resale",103.9114822,1.4010705,"624a punggol central, singapore 821624"
"304",304,"  Blk 117 Edgefield Plains Singapore","5-Room","Model A"," Built-2003","112 sqm / $402 psf(Built)","$485,000","Resale",103.9064393,1.3953168,"117 edgefield plains, singapore 820117"
"305",305,"  Blk 9 Jalan Kukoh Singapore","3-Room","Improved"," Built-1982","66 sqm / $659 psf(Built)","$468,000","Resale",103.838623,1.287701,"9 jln kukoh, singapore 160009"
"306",306,"  Blk 293C Compassvale Crescent Singapore","4-Room","Model A"," Built-2015","93 sqm / $484 psf(Built)","$485,000","Resale",103.8954154,1.3968247,"293c compassvale cres, singapore 543293"
"307",307,"  Blk 336 Ubi Avenue 1 Singapore","5-Room","Improved"," Built-1986","120 sqm / $406 psf(Built)","$525,000","Resale",103.9020287,1.3258088,"336 ubi ave 1, block 336, singapore 400336"
"308",308,"  Blk 644 Ang Mo Kio Avenue 4 Singapore","3-Room","Model A"," Built-1980","89 sqm / $385 psf(Built)","$369,000","Resale",103.8409287,1.379175,"644 ang mo kio ave 4, singapore 560644"
"309",309,"  Blk 86 Dawson Road Singapore","4-Room","Model A"," Built-2016","83 sqm / $918 psf(Built)","$820,000","Resale",103.8103377,1.2956741,"86 dawson rd, singapore 141086"
"310",310,"  Blk 91 Dawson Road Singapore","4-Room","Model A"," Built-2016","83 sqm / $1,005 psf(Built)","$898,000","Resale",103.8124286,1.2953426,"91 dawson rd, singapore 144091"
"311",311,"  Blk 475D Parkland Residences Singapore","4-Room","Model A"," Built-2014","92 sqm / $655 psf(Built)","$649,000","Resale",103.9002105,1.375868,"475a upper serangoon cres, singapore 531475"
"312",312,"  Blk 61A Strathmore Avenue Singapore","4-Room","Model A"," Built-2011","96 sqm / $762 psf(Built)","$788,000","Resale",103.8117546,1.2938744,"61a strathmore ave, singapore 142061"
"313",313,"  Blk 665B Punggol Drive Singapore","4-Room","Model A"," Built-2016","93 sqm / $549 psf(Built)","$550,000","Resale",103.9141966,1.4020488,"665b punggol dr, singapore 821669"
"314",314,"  Blk 31 Marine Crescent Singapore","3-Room","Improved"," Built-1975","65 sqm / $570 psf(Built)","$399,000","Resale",103.9114083,1.3037019,"31 marine cres, block 31, singapore 440031"
"315",315,"  Blk 56 Cassia Crescent Singapore","4-Room","Model A"," Built-1998","98 sqm / $663 psf(Built)","$699,000","Resale",103.8831333,1.3102916,"56 cassia cres, block 56, singapore 391056"
"316",316,"  Blk 708 Tampines Street 71 Singapore","5-Room","Improved"," Built-1997","119 sqm / $441 psf(Built)","$565,000","Resale",103.936767,1.358019,"708 tampines street 71, singapore 520708"
"317",317,"  Blk 308A Punggol Walk Singapore","4-Room","Model A"," Built-2015","92 sqm / $543 psf(Built)","$538,000","Resale",103.9005963,1.4076123,"308a punggol walk, singapore 821308"
"318",318,"  Blk 275A Jurong West Street 25 Singapore","4-Room","Model A"," Built-2002","90 sqm / $379 psf(Built)","$368,000","Resale",103.7021072,1.3524557,"275a jurong west street 25, block 275a, singapore 641275"
"319",319,"  Blk 526D Pasir Ris Street 51 Singapore","5-Room","Improved"," Built-2015","113 sqm / $534 psf(Built)","$650,000","Resale",103.9471975,1.3687977,"526d pasir ris street 51, singapore 514526"
"320",320,"  Blk 216 Serangoon Avenue 4 Singapore","5-Room","Improved"," Built-1985","121 sqm / $522 psf(Built)","$680,000","Resale",103.8731229,1.3575177,"216 serangoon ave 4, block 216, singapore 550216"
"321",321,"  Blk 216 Serangoon Avenue 4 Singapore","5-Room","Improved"," Built-1985","121 sqm / $522 psf(Built)","$680,000","Resale",103.8731229,1.3575177,"216 serangoon ave 4, block 216, singapore 550216"
"322",322,"  Blk 634A Senja Road Singapore","4-Room","Standard"," Built-2015","93 sqm / $449 psf(Built)","$450,000","Resale",103.7581214,1.385759,"634a senja rd, singapore 670629"
"323",323,"  Blk 139A The Peak @ Toa Payoh Singapore","5-Room","Improved"," Built-2012","110 sqm / $802 psf(Built)","$950,000","Resale",103.8446832,1.3366381,"128 lor 1 toa payoh, singapore 310128"
"324",324,"  Blk 808C Chai Chee Road Singapore","4-Room","New Generation"," Built-2015","88 sqm / $628 psf(Built)","$595,000","Resale",103.9233711,1.327395,"808c chai chee rd, singapore 463808"
"325",325,"  Blk 557 Choa Chu Kang North 6 Singapore","HDB Executive","Apartment"," Built-1996","146 sqm / $356 psf(Built)","$560,000","Resale",103.7441677,1.3954427,"557 choa chu kang north 6, block 557, singapore 680557"
"326",326,"  Blk 308A Punggol Walk Singapore","5-Room","Improved"," Built-2016","112 sqm / $579 psf(Built)","$699,000","Resale",103.9005963,1.4076123,"308a punggol walk, singapore 821308"
"327",327,"  Blk 506 Pasir Ris Street 52 Singapore","HDB Executive","Apartment"," Built-1993","145 sqm / $466 psf(Built)","$728,000","Resale",103.9447859,1.3770049,"506 pasir ris street 52, block 506, singapore 510506"
"328",328,"  Blk 767 Bedok Reservoir View Singapore","5-Room","Model A"," Built-2000","115 sqm / $483 psf(Built)","$599,000","Resale",103.9367182,1.3359559,"767 bedok reservoir view, singapore 470767"
"329",329,"  Blk 9 Jalan Kukoh Singapore","3-Room","Improved"," Built-1982","66 sqm / $659 psf(Built)","$468,000","Resale",103.838623,1.287701,"9 jln kukoh, singapore 160009"
"330",330,"  Blk 4 Queens Road Singapore","3-Room","Improved"," Built-1974","73 sqm / $545 psf(Built)","$428,888","Resale",103.8083359,1.3191525,"4 queen's rd, singapore 260004"
"331",331,"  Blk 58 Strathmore Avenue Singapore","4-Room","Model A"," Built-2000","85 sqm / $795 psf(Built)","$728,000","Resale",103.8106905,1.2932038,"58 strathmore ave, block 58, singapore 142058"
"332",332,"  Blk 6 Marine Terrace Singapore","3-Room","Improved"," Built-1975","65 sqm / $657 psf(Built)","$460,000","Resale",103.9164382,1.3038564,"6 marine terrace, block 6, singapore 440006"
"333",333,"  Blk 216B Compassvale Drive Singapore","4-Room","Model A"," Built-2016","92 sqm / $656 psf(Built)","$650,000","Resale",103.8937873,1.3906178,"216b compassvale dr, singapore 542216"
"334",334,"  Blk 364 Clementi Avenue 2 Singapore","3-Room","New Generation(modified)"," Built-1978","67 sqm / $443 psf(Built)","$320,000","Resale",103.7687902,1.3123679,"364 clementi ave 2, block 364, singapore 120364"
"335",335,"  Blk 649 Pasir Ris Drive 10 Singapore","HDB Executive","Apartment"," Built-1995","145 sqm / $408 psf(Built)","$638,000","Resale",103.9383953,1.378508,"649 pasir ris drive 10, block 649, singapore 510649"
"336",336,"  Blk 468C Fernvale Link Singapore","5-Room","Improved"," Built-2016","113 sqm / $489 psf(Built)","$595,000","Resale",103.8776721,1.3967331,"468c fernvale link, singapore 793468"
"337",337,"  Blk 139A The Peak @ Toa Payoh Singapore","5-Room","Improved"," Built-2012","110 sqm / $802 psf(Built)","$950,000","Resale",103.8446832,1.3366381,"128 lor 1 toa payoh, singapore 310128"
"338",338,"  Blk 2 Dover Road Singapore","3-Room","Improved"," Built-2020","65 sqm / $407 psf(Built)","$285,000","Resale",103.782884,1.303137,"2 dover rd, singapore 130002"
"339",339,"  Blk 946 Tampines Avenue 4 Singapore","5-Room","Improved"," Built-1988","122 sqm / $495 psf(Built)","$650,000","Resale",103.9397879,1.3514,"946 tampines ave 4, singapore 520946"
"340",340,"  Blk 105 Bishan Street 12 Singapore","4-Room","Model A"," Built-1985","105 sqm / $601 psf(Built)","$680,000","Resale",103.8473951,1.3458125,"105 bishan street 12, block 105, singapore 570105"
"341",341,"  Blk 266C Punggol Way Singapore","4-Room","Model A"," Built-2015","92 sqm / $484 psf(Built)","$480,000","Resale",103.8977016,1.4050971,"266 c punggol way, singapore 820268"
"342",342,"  Blk 332C Anchorvale Link Singapore","5-Room","Model A"," Built-2015","112 sqm / $497 psf(Built)","$600,000","Resale",103.8914065,1.3951513,"332c anchorvale link, blk 332b, singapore 543332"
"343",343,"  Blk 21 Bedok South Road Singapore","5-Room","Standard"," Built-1976","117 sqm / $515 psf(Built)","$649,000","Resale",103.9332045,1.3200054,"21 bedok s rd, block 21, singapore 460021"
"344",344,"  Blk 8 Marine Terrace Singapore","3-Room","Improved(modified)"," Built-1975","65 sqm / $557 psf(Built)","$390,000","Resale",103.9160757,1.3045165,"8 marine terrace, block 8, singapore 440008"
"345",345,"  Blk 93 Dawson Road Singapore","4-Room","Na"," Built-2016","87 sqm / $918 psf(Built)","$860,000","Resale",103.8116287,1.294954,"93 dawson rd, singapore 141092"
"346",346,"  Blk 415B Fernvale Link Singapore","5-Room","Improved"," Built-2016","113 sqm / $434 psf(Built)","$528,000","Resale",103.8801605,1.389669,"415b fernvale link, singapore 791415"
"347",347,"  Blk 271B Sengkang Central Singapore","4-Room","Model A"," Built-2010","93 sqm / $547 psf(Built)","$548,000","Resale",103.8945073,1.385602,"271b sengkang central, singapore 542271"
"348",348,"  Blk 93 Dawson Road Singapore","4-Room","Model A"," Built-2015","83 sqm / $938 psf(Built)","$838,000","Resale",103.8116287,1.294954,"93 dawson rd, singapore 141092"
"349",349,"  Blk 64 New Upper Changi Road Singapore","4-Room","New Generation"," Built-1977","92 sqm / $401 psf(Built)","$397,000","Resale",103.9399081,1.3242773,"64 new upper changi rd, block 64, singapore 460064"
"350",350,"  Blk 36 Cassia Crescent Singapore","3-Room","Improved"," Built-1986","59 sqm / $611 psf(Built)","$388,000","Resale",103.8851727,1.3098859,"36 cassia cres, block 36, singapore 390036"
"351",351,"  Blk 12 Jalan Bukit Merah Singapore","4-Room","Model A"," Built-1996","103 sqm / $521 psf(Built)","$578,000","Resale",103.8070691,1.2874551,"12 jalan bukit merah, singapore 150012"
"352",352,"  Blk 807C Chai Chee Road Singapore","5-Room","Model A"," Built-2015","113 sqm / $657 psf(Built)","$800,000","Resale",103.923325,1.328094,"807c chai chee rd, singapore 463807"
"353",353,"  Blk 199A Punggol Field Singapore","5-Room","Improved"," Built-2003","110 sqm / $388 psf(Built)","$460,000","Resale",103.9059769,1.399726,"199a punggol field, singapore 821199"
"354",354,"  Blk 346 Tampines Street 33 Singapore","4-Room","Model A"," Built-1996","107 sqm / $373 psf(Built)","$430,000","Resale",103.9623957,1.3510724,"346 tampines street 33, block 346, singapore 520346"
"355",355,"  Blk 539 Ang Mo Kio Avenue 10 Singapore","5-Room","Improved"," Built-1980","118 sqm / $405 psf(Built)","$515,000","Resale",103.8543703,1.375436,"539 ang mo kio ave 10, block 539, singapore 560539"
"356",356,"  Blk 63A Lengkok Bahru Singapore","4-Room","Standard"," Built-2001","94 sqm / $750 psf(Built)","$760,000","Resale",103.8153318,1.2897957,"63a lengkok bahru, block 63a, singapore 151063"
"357",357,"  Blk 6B Boon Tiong Road Singapore","4-Room","Model A"," Built-2005","100 sqm / $835 psf(Built)","$899,000","Resale",103.8309096,1.2866383,"6b boon tiong rd, block 6b, singapore 165006"
"358",358,"  Blk 10 Teck Whye Avenue Singapore","3-Room","New Generation"," Built-1978","67 sqm / $388 psf(Built)","$280,000","Resale",103.7554147,1.380253,"10 teck whye ave, block 10, singapore 680010"
"359",359,"  Blk 132 Clarence Lane Singapore","5-Room","Improved"," Built-1996","125 sqm / $707 psf(Built)","$951,000","Resale",103.8149469,1.2921929,"132 clarence ln, block 132, singapore 140132"
"360",360,"  Blk 503 Jelapang Road Singapore","HDB Executive","Maisonette"," Built-1998","145 sqm / $473 psf(Built)","$738,888","Resale",103.7664364,1.3845315,"503 jelapang rd, block 503, singapore 670503"
"361",361,"  Blk 270 Tampines Street 21 Singapore","4-Room","Model A"," Built-1984","105 sqm / $384 psf(Built)","$435,000","Resale",103.9488878,1.3499804,"270 tampines street 21, block 270, singapore 520270"
"362",362,"  Blk 331 Tah Ching Road Singapore","HDB Executive","Apartment"," Built-1996","139 sqm / $433 psf(Built)","$648,000","Resale",103.7235083,1.3380879,"331 tah ching rd, block 331, singapore 611331"
"363",363,"  Blk 92 Dawson Road Singapore","4-Room","Na"," Built-2016","97 sqm / $862 psf(Built)","$900,000","Resale",103.8114169,1.2950444,"92 dawson rd, singapore 141092"
"364",364,"  Blk 336D Anchorvale Crescent Singapore","5-Room","Model A"," Built-2015","111 sqm / $481 psf(Built)","$575,000","Resale",103.8882097,1.3979889,"anchorvale cres, singapore 544336"
"365",365,"  Blk 60 Lorong 4 Toa Payoh Singapore","5-Room","Improved"," Built-1999","120 sqm / $665 psf(Built)","$860,000","Resale",103.8506971,1.3363887,"60 lor 4 toa payoh, block 60, singapore 310060"
"366",366,"  Blk 108B Mcnair Road Singapore","5-Room","Standard"," Built-2004","110 sqm / $648 psf(Built)","$768,000","Resale",103.8590612,1.32016,"108b mcnair rd, singapore 323108"
"367",367,"  Blk 415B Fernvale Link Singapore","5-Room","Improved"," Built-2016","112 sqm / $437 psf(Built)","$528,000","Resale",103.8801605,1.389669,"415b fernvale link, singapore 791415"
"368",368,"  Blk 515B The Premiere @ Tampines Singapore","5-Room","Improved"," Built-2008","109 sqm / $673 psf(Built)","$790,000","Resale",103.9388706,1.3566593,"515 tampines central 7, singapore 524515"
"369",369,"  Blk 310B Punggol Walk Singapore","4-Room","Model A"," Built-2015","92 sqm / $563 psf(Built)","$558,000","Resale",103.9004061,1.4094207,"310b punggol walk, singapore 822310"
"370",370,"  Blk 298C Compassvale Street Singapore","HDB Executive","Apartment"," Built-2001","134 sqm / $429 psf(Built)","$620,000","Resale",103.9014441,1.3964075,"298c compassvale st, singapore 543298"
"371",371,"  Blk 54 Cassia Crescent Singapore","4-Room","New Generation"," Built-1983","92 sqm / $694 psf(Built)","$599,000","Resale",103.8846305,1.310106,"54 cassia cres, block 54, singapore 390054"
"372",372,"  Blk 553 Pasir Ris Street 51 Singapore","5-Room","Improved"," Built-1992","122 sqm / $456 psf(Built)","$680,000","Resale",103.9526953,1.3680413,"553 pasir ris street 51, block 553, singapore 510553"
"373",373,"  Blk 131B Kim Tian Road Singapore","4-Room","Model A"," Built-2002","91 sqm / $693 psf(Built)","$628,000","Resale",103.8282723,1.2809123,"131b kim tian rd, singapore 162131"
"374",374,"  Blk 808C Chai Chee Road Singapore","4-Room","Model A"," Built-2016","88 sqm / $663 psf(Built)","$760,000","Resale",103.9233711,1.327395,"808c chai chee rd, singapore 463808"
"375",375,"  Blk 63A Lengkok Bahru Singapore","4-Room","Standard"," Built-2001","94 sqm / $750 psf(Built)","$518,000","Resale",103.8153318,1.2897957,"63a lengkok bahru, block 63a, singapore 151063"
"376",376,"  Blk 268 Bishan Street 24 Singapore","4-Room","Model A"," Built-1992","102 sqm / $471 psf(Built)","$500,000","Resale",103.8425941,1.3577038,"268 bishan street 24, block 268, singapore 570268"
"377",377,"  Blk 487 Pasir Ris Drive 4 Singapore","5-Room","Improved"," Built-1992","122 sqm / $380 psf(Built)","$850,000","Resale",103.9605371,1.3744025,"487 pasir ris drive 4, block 487, singapore 510487"
"378",378,"  Blk 59C Geylang Bahru Singapore","5-Room","Model A"," Built-1998","120 sqm / $657 psf(Built)","$899,000","Resale",103.868413,1.3222149,"59c geylang bahru, singapore 332059"
"379",379,"  Blk 6B Boon Tiong Road Singapore","4-Room","Model A"," Built-2005","100 sqm / $835 psf(Built)","$526,000","Resale",103.8309096,1.2866383,"6b boon tiong rd, block 6b, singapore 165006"
"380",380,"  Blk 627 Senja Road Singapore","5-Room","Premium Apartment"," Built-2004","110 sqm / $444 psf(Built)",NA,"Resale",103.7591582,1.3856183,"627 senja rd, block 627, singapore 670627"
"381",381,"  Blk 672A Klang Lane Singapore","5-Room","Improved"," Built-2002","105 sqm / $495 psf(Built)","$560,000","Resale",103.8524905,1.3085134,"672a klang ln, singapore 211672"
"382",382,"  Blk 490D Choa Chu Kang Avenue 5 Singapore","4-Room","Model A"," Built-2016","93 sqm / $467 psf(Built)","$468,000","Resale",103.7411025,1.37613,"490d choa chu kang ave 5, singapore 684490"
"383",383,"  Blk 556 Ang Mo Kio Avenue 10 Singapore","4-Room","New Generation"," Built-1980","92 sqm / $442 psf(Built)","$438,000","Resale",103.8577221,1.3720459,"556 ang mo kio ave 10, singapore 560556"
"384",384,"  Blk 666B Punggol Drive Singapore","5-Room","Improved"," Built-2016","113 sqm / $592 psf(Built)","$720,000","Resale",103.9153018,1.4019207,"666b punggol dr, singapore 822666"
"385",385,"  Blk 298A Compassvale Street Singapore","HDB Executive","Executive Apartment"," Built-2001","133 sqm / $438 psf(Built)","$628,000","Resale",103.9016662,1.3952325,"298a compassvale st, singapore 541298"
"386",386,"  Blk 518A The Premiere @ Tampines Singapore","4-Room","Model A"," Built-2008","92 sqm / $634 psf(Built)","$628,000","Resale",103.9388706,1.3566593,"515 tampines central 7, singapore 524515"
"387",387,"  Blk 128 Pasir Ris Street 11 Singapore","HDB Executive","Maisonette"," Built-1988","146 sqm / $424 psf(Built)","$668,000","Resale",103.9553243,1.3661951,"128 pasir ris street 11, block 128, singapore 510128"
"388",388,"  Blk 308B Punggol Walk Singapore","5-Room","Improved"," Built-2016","112 sqm / $567 psf(Built)","$685,000","Resale",103.8998529,1.4076815,"308b punggol walk, singapore 822308"
"389",389,"  Blk 853 Tampines Street 83 Singapore","4-Room","Model A"," Built-1987","105 sqm / $367 psf(Built)","$415,000","Resale",103.9350188,1.3532825,"853 tampines street 83, block 853, singapore 520853"
"390",390,"  Blk 117 Clementi Street 13 Singapore","4-Room","Model A"," Built-1984","104 sqm / $509 psf(Built)","$570,000","Resale",103.7715062,1.3245029,"117 clementi street 13, block 117, singapore 120117"
"391",391,"  Blk 843 Tampines Street 83 Singapore","4-Room","Simplified"," Built-1988","84 sqm / $440 psf(Built)","$398,000","Resale",103.9350188,1.3517452,"843 tampines street 83, block 843, singapore 520843"
"392",392,"  Blk 663A Punggol Drive Singapore","5-Room","Improved"," Built-2016","110 sqm / $489 psf(Built)","$579,999","Resale",103.9176164,1.4004133,"663a punggol dr, singapore 821663"
"393",393,"  Blk 167 Bishan Street 13 Singapore","4-Room","Model A"," Built-1988","104 sqm / $445 psf(Built)","$499,000","Resale",103.8555479,1.3479618,"167 bishan street 13, block 167, singapore 570167"
"394",394,"  Blk 120 Kim Tian Place Singapore","4-Room","Model A"," Built-2001","101 sqm / $754 psf(Built)","$820,000","Resale",103.8279207,1.2829258,"120 kim tian pl, block 120, singapore 160120"
"395",395,"  Blk 59 Marine Terrace Singapore","3-Room","Improved"," Built-1975","65 sqm / $585 psf(Built)","$410,000","Resale",103.9144897,1.3058783,"59 marine terrace, block 59, singapore 440059"
"396",396,"  Blk 258A Compassvale Road Singapore","5-Room","Improved"," Built-2001","110 sqm / $420 psf(Built)","$498,000","Resale",103.8969478,1.3931721,"258a compassvale rd, singapore 541258"
"397",397,"  Blk 131B Kim Tian Road Singapore","5-Room","Improved"," Built-2002","110 sqm / $707 psf(Built)","$838,000","Resale",103.8282723,1.2809123,"131b kim tian rd, singapore 162131"
"398",398,"  Blk 710 Bedok Reservoir Road Singapore","5-Room","Improved"," Built-1980","120 sqm / $352 psf(Built)","$455,000","Resale",103.9237795,1.3356353,"710 bedok reservoir rd, block 710, singapore 470710"
"399",399,"  Blk 151 Tampines Street 12 Singapore","HDB Executive","Maisonette"," Built-1984","150 sqm / $526 psf(Built)","$850,000","Resale",103.9439021,1.3514004,"151 tampines street 12, block 151, singapore 521151"
"400",400,"  Blk 633 Ang Mo Kio Avenue 6 Singapore","3-Room","New Generation"," Built-1985","93 sqm / $399 psf(Built)","$400,000","Resale",103.8423224,1.381223,"633 ang mo kio ave 6, block 633, singapore 560633"
"401",401,"  Blk 211C Compassvale Lane Singapore","4-Room","Model A"," Built-2011","93 sqm / $434 psf(Built)","$435,000","Resale",103.8992953,1.3851892,"211c compassvale ln, singapore 543211"
"402",402,"  Blk 308A Punggol Walk Singapore","5-Room","Model A"," Built-2016","112 sqm / $597 psf(Built)","$720,000","Resale",103.9005963,1.4076123,"308a punggol walk, singapore 821308"
"403",403,"  Blk 603 Bedok Reservoir Road Singapore","5-Room","Improved"," Built-1982","120 sqm / $348 psf(Built)","$450,000","Resale",103.9123599,1.3299934,"603 bedok reservoir rd, block 603, singapore 470603"
"404",404,"  Blk 475B Parkland Residences Singapore","5-Room","Improved"," Built-2014","109 sqm / $639 psf(Built)","$750,000","Resale",103.9002105,1.375868,"475a upper serangoon cres, singapore 531475"
"405",405,"  Blk 153A Lorong 1 Toa Payoh Singapore","5-Room","Improved"," Built-1999","121 sqm / $652 psf(Built)","$850,000","Resale",103.8452663,1.3337818,"153a lor 1 toa payoh, block 153a, singapore 311153"
"406",406,"  Blk 269C Compassvale Link Singapore","4-Room","Standard"," Built-2006","91 sqm / $518 psf(Built)","$508,000","Resale",103.896391,1.383502,"269c compassvale link, singapore 543269"
"407",407,"  Blk 329 Jurong East Avenue 1 Singapore","4-Room","Model A"," Built-1983","104 sqm / $402 psf(Built)","$450,000","Resale",103.7298929,1.3501778,"329 jurong east ave 1, block 329, singapore 600329"
"408",408,"  Blk 220 Pasir Ris Street 21 Singapore","HDB Executive","Apartment"," Built-1993","152 sqm / $366 psf(Built)","$598,888","Resale",103.9615797,1.3698193,"220 pasir ris street 21, block 220, singapore 510220"
"409",409,"  Blk 240 Tampines Street 21 Singapore","3-Room","New Generation"," Built-1984","74 sqm / $489 psf(Built)","$390,000","Resale",103.9471854,1.3549408,"240 tampines street 21, singapore 520240"
"410",410,"  Blk 440B Fernvale Link Singapore","5-Room","Improved"," Built-2015","113 sqm / $439 psf(Built)","$535,000","Resale",103.8781745,1.3935128,"440b fernvale link, singapore 797440"
"411",411,"  Blk 350C Canberra Road Singapore","5-Room","Improved"," Built-2001","113 sqm / $370 psf(Built)","$450,000","Resale",103.8203808,1.4498826,"350c canberra rd, block 350c, singapore 753350"
"412",412,"  Blk 103 Bedok Reservoir Road Singapore","4-Room","New Generation"," Built-1985","91 sqm / $397 psf(Built)","$390,000","Resale",103.9094598,1.3287662,"103 bedok reservoir rd, block 103, singapore 470103"
"413",413,"  Blk 357 Clementi Avenue 2 Singapore","5-Room","Improved"," Built-1978","117 sqm / $474 psf(Built)","$598,000","Resale",103.7690618,1.3141228,"357 clementi ave 2, block 357, singapore 120357"
"414",414,"  Blk 549B Segar Road Singapore","4-Room","Improved"," Built-2015","113 sqm / $451 psf(Built)","$548,888","Resale",103.7691506,1.3895051,"549b segar rd, singapore"
"415",415,"  Blk 12 Farrer Park Road Singapore","3-Room","Model A"," Built-2004","62 sqm / $779 psf(Built)","$520,000","Resale",103.8518338,1.3121932,"12 farrer park rd, block 12, singapore 210012"
"416",416,"  Blk 86 Dawson Road Singapore","4-Room","Model A"," Built-2016","83 sqm / $1,047 psf(Built)","$935,000","Resale",103.8103377,1.2956741,"86 dawson rd, singapore 141086"
"417",417,"  Blk 267 Toh Guan Road Singapore","5-Room","Improved"," Built-1998","121 sqm / $474 psf(Built)","$618,000","Resale",103.7447108,1.3410576,"267 toh guan rd, block 267, singapore 600267"
"418",418,"  Blk 194 Bishan Street 13 Singapore","5-Room","Improved"," Built-1987","121 sqm / $691 psf(Built)","$900,000","Resale",103.8513808,1.3482789,"194 bishan street 13, block 194, singapore 570194"
"419",419,"  Blk 91 Dawson Road Singapore","4-Room","Model A"," Built-2016","83 sqm / $894 psf(Built)","$799,000","Resale",103.8124286,1.2953426,"91 dawson rd, singapore 144091"
"420",420,"  Blk 91 Dawson Road Singapore","4-Room","Model A"," Built-2015","83 sqm / $923 psf(Built)","$825,000","Resale",103.8124286,1.2953426,"91 dawson rd, singapore 144091"
"421",421,"  Blk 80A Lorong 4 Toa Payoh Singapore","5-Room","Improved"," Built-1997","124 sqm / $620 psf(Built)","$829,000","Resale",103.8492114,1.3353276,"80a lor 4 toa payoh, block 80a, singapore 311080"
"422",422,"  Blk 747B Belvia Singapore","4-Room","Improved"," Built-2019","86 sqm / $750 psf(Built)","$695,000","Resale",103.9213614,1.3365339,"747a bedok reservoir cres, singapore 471747"
"423",423,"  Blk 57 Teban Gardens Road Singapore","3-Room","Model A"," Built-2016","67 sqm / $540 psf(Built)","$390,000","Resale",103.7372044,1.3226978,"57a teban gardens rd, singapore 601057"
"424",424,"  Blk 487B Tampines Street 45 Singapore","4-Room","Model A"," Built-1989","105 sqm / $371 psf(Built)","$420,000","Resale",103.958264,1.359985,"487b tampines street 45, singapore 521487"
"425",425,"  Blk 12 Dover Close East Singapore","5-Room","Simplified"," Built-1977","117 sqm / $651 psf(Built)","$820,000","Resale",103.785545,1.3050409,"12 dover cl e, singapore 130012"
"426",426,"  Blk 146 Tampines Avenue 5 Singapore","HDB Executive","Maisonette"," Built-1985","150 sqm / $488 psf(Built)","$788,888","Resale",103.9423611,1.3481155,"146 tampines ave 5, block 146, singapore 521146"
