"","Address","Info","Area","Price"
"2383","  Blk 441A Clementi Avenue 3","5 Room •Improved • Built-2012","116 sqm / $800 psf(Built)","$1,000,000"
"2384","  Blk 893C Woodlands Drive 50","HDB Executive •Executive Apartment • Built-1996","138 sqm / $437 psf(Built)","$650,000"
"2385","  Blk 665A Punggol Drive","4 Room •Na • Built-2016","93 sqm / $519 psf(Built)","$520,000"
"2386","  Blk 26A Jalan Membina","3 Room •Model A • Built-2008","60 sqm / $773 psf(Built)","$499,000"
"2387","  Blk 124 Ang Mo Kio Avenue 6","3 Room •New Generation • Built-1979","67 sqm / $457 psf(Built)","$330,000"
"2388","  Blk 33 Bedok South Avenue 2","4 Room •New Generation • Built-1978","100 sqm / $407 psf(Built)","$438,000"
"2389","  Blk 219B Bedok Central","4 Room •Model A • Built-2010","87 sqm / $715 psf(Built)","$670,000"
"2390","  Blk 663C Punggol Drive","5 Room •Improved • Built-2005","112 sqm / $541 psf(Built)","$653,000"
"2391","  Blk 488B Tampines Street 45","4 Room •Model A • Built-1989","106 sqm / $394 psf(Built)","$450,000"
"2392","  Blk 308A Punggol Walk","4 Room •Model A • Built-2016","93 sqm / $615 psf(Built)","$615,000"
"2393","  Blk 497F Tampines Street 45","HDB Executive •Apartment • Built-1994","144 sqm / $405 psf(Built)","$628,000"
"2394","  Blk 106 Jalan Dusun","4 Room •Model A • Built-1981","100 sqm / $511 psf(Built)","$550,000"
"2395","  Blk 225A Jurong East Street 21","3 Room •New Generation(modified) • Built-1984","67 sqm / $468 psf(Built)","$338,000"
"2396","  Blk 325A Sengkang East Way","5 Room •Improved • Built-2003","115 sqm / $355 psf(Built)","$439,888"
"2397","  Blk 1B The Pinnacle@Duxton","4 Room •Model A • Built-2011","93 sqm / $1,016 psf(Built)","$1,018,000"
"2398","  Blk 646 Ang Mo Kio Avenue 6","4 Room •Built-1980","109 sqm / $400 psf(Built)","$470,000"
"2399","  Blk 475A Parkland Residences","4 Room •Model A • Built-2014","92 sqm / $666 psf(Built)","$660,000"
"2400","  Blk 308B Punggol Walk","4 Room •Model A • Built-2020","92 sqm / $534 psf(Built)","$528,888"
"2401","  Blk 47 Jalan Tiga","4 Room •Model A • Built-2005","85 sqm / $711 psf(Built)","$650,000"
"2402","  Blk 536 Upper Cross Street","3 Room •Improved • Built-1981","60 sqm / $688 psf(Built)","$445,000"
"2403","  Blk 6B Boon Tiong Road","4 Room •Model A • Built-2005","100 sqm / $789 psf(Built)","$849,000"
"2404","  Blk 271D Punggol Walk","4 Room •Model A • Built-2014","92 sqm / $575 psf(Built)","$570,000"
"2405","  Blk 428 Clementi Avenue 3","3 Room •New Generation(modified • Built-1978","67 sqm / $443 psf(Built)","$320,000"
"2406","  Blk 183 Bedok North Road","4 Room •Improved • Built-2005","85 sqm / $683 psf(Built)","$625,000"
"2407","  Blk 135 Teck Whye Lane","5 Room •Improved • Built-1989","122 sqm / $371 psf(Built)","$488,000"
"2408","  Blk 333B Anchorvale Link","5 Room •Improved • Built-2015","112 sqm / $514 psf(Built)","$620,000"
"2409","  Blk 530C Pasir Ris One","3 Room •Model A • Built-2015","105 sqm / $786 psf(Built)","$888,888"
"2410","  Blk 308B Punggol Walk","4 Room •Model A • Built-2016","92 sqm / $553 psf(Built)","$548,000"
"2411","  Blk 42 Cassia Crescent","4 Room •New Generation • Built-1981","93 sqm / $539 psf(Built)","$540,000"
"2412","  Blk 26 Ghim Moh Link","3 Room •Model A • Built-2013","67 sqm / $693 psf(Built)","$500,000"
"2413","  Blk 519A Centrale 8 At Tampines","4 Room •Model A • Built-2014","83 sqm / $727 psf(Built)","$650,000"
"2414","  Blk 108 Bedok North Road","4 Room •New Generation • Built-1977","91 sqm / $408 psf(Built)","$400,000"
"2415","  Blk 30 Balam Road","3 Room •Standard • Built-1973","57 sqm / $390 psf(Built)","$240,000"
"2416","  Blk 155 Bishan Street 13","5 Room •Improved • Built-1987","121 sqm / $605 psf(Built)","$788,000"
"2417","  Blk 808C Chai Chee Road","4 Room •Model A • Built-1984","88 sqm / $631 psf(Built)","$598,000"
"2418","  Blk 216 Serangoon Avenue 4","5 Room •Improved • Built-1985","121 sqm / $522 psf(Built)","$680,000"
"2419","  Blk 143 Tampines Street 12","5 Room •Model A • Built-1984","133 sqm / $480 psf(Built)","$688,000"
"2420","  Blk 460 Clementi Avenue 3","4 Room •Model A • Built-2001","90 sqm / $758 psf(Built)","$735,000"
"2421","  Blk 190 Punggol Central","HDB Executive •Apartment • Built-2004","128 sqm / $406 psf(Built)","$560,000"
"2422","  Blk 401 Serangoon Avenue 1","4 Room •Na • Built-1989","105 sqm / $546 psf(Built)","$618,000"
"2423","  Blk 618A Punggol Drive","4 Room •Model A • Built-2013","93 sqm / $449 psf(Built)","$450,000"
"2424","  Blk 803 Chai Chee Road","5 Room •Model A • Built-1993","128 sqm / $493 psf(Built)","$680,000"
"2425","  Blk 211C Punggol Walk","4 Room •Model A • Built-2014","92 sqm / $434 psf(Built)","$430,000"
"2426","  Blk 405C Fernvale Lane","4 Room •Model A • Built-2004","93 sqm / $419 psf(Built)","$420,000"
"2427","  Blk 336D Anchorvale Crescent","5 Room •Model A • Built-2015","111 sqm / $481 psf(Built)","$575,000"
"2428","  Blk 146 Tampines Avenue 5","HDB Executive •Maisonette • Built-1985","150 sqm / $488 psf(Built)","$788,888"
"2429","  Blk 146 Bishan Street 11","5 Room •Standard • Built-1987","122 sqm / $507 psf(Built)","$666,666"
"2430","  Blk 248 Bukit Batok East Avenue 5","4 Room •Model A • Built-1985","103 sqm / $378 psf(Built)","$420,000"
"2431","  Blk 79 Marine Drive","5 Room •Improved • Built-1977","120 sqm / $654 psf(Built)","$845,000"
"2432","  Blk 717 Clementi West Street 2","5 Room •Simplified • Built-1981","118 sqm / $433 psf(Built)","$550,000"
"2433","  Blk 441B Clementi Avenue 3","4 Room •Model A • Built-2012","93 sqm / $814 psf(Built)","$815,000"
"2434","  Blk 73A Redhill Road","5 Room •Model A • Built-2005","115 sqm / $636 psf(Built)","$788,000"
"2435","  Blk 701 Bedok Reservoir Road","4 Room •New Generation • Built-1980","93 sqm / $449 psf(Built)","$450,000"
"2436","  Blk 163A Punggol Central","5 Room •Improved • Built-2005","114 sqm / $431 psf(Built)","$530,000"
"2437","  Blk 90 Tanglin Halt Road","4 Room •Model A • Built-2008","90 sqm / $773 psf(Built)","$750,000"
"2438","  Blk 107 Potong Pasir Avenue 1","3 Room •Model A • Built-1984","74 sqm / $499 psf(Built)","$398,000"
"2439","  Blk 333B Anchorvale Link","5 Room •Improved • Built-2015","112 sqm / $514 psf(Built)","$620,000"
"2440","  Blk 42 Cassia Crescent","4 Room •New Generation • Built-1981","93 sqm / $539 psf(Built)","$540,000"
"2441","  Blk 612 Woodlands Avenue 4","4 Room •Model A • Built-1998","102 sqm / $336 psf(Built)","$370,000"
"2442","  Blk 618B Punggol Drive","5 Room •Model A • Built-2013","118 sqm / $508 psf(Built)","$646,000"
"2443","  Blk 18D Circuit Road","4 Room •Model A • Built-2016","93 sqm / $659 psf(Built)","$660,000"
"2444","  Blk 443A Fajar Road","4 Room •Model A • Built-2016","93 sqm / $484 psf(Built)","$485,000"
"2445","  Blk 405C Fernvale Lane","4 Room •Model A • Built-2004","93 sqm / $419 psf(Built)","$420,000"
"2446","  Blk 89 Dawson Road","4 Room •New Generation • Built-2016","87 sqm / $927 psf(Built)","$868,000"
"2447","  Blk 530A Pasir Ris One","5 Room •Model A • Built-2015","104 sqm / $739 psf(Built)","$828,000"
"2448","  Blk 520B Centrale 8 At Tampines","5 Room •Improved • Built-2014","108 sqm / $700 psf(Built)","$815,000"
"2449","  Blk 672D Edgefield Plains","4 Room •Model A • Built-2014","90 sqm / $495 psf(Built)","$480,000"
"2450","  Blk 270B Punggol Field","5 Room •Improved • Built-2013","115 sqm / $525 psf(Built)","$650,000"
"2451","  Blk 217B Sumang Walk","4 Room •Model A • Built-2016","92 sqm / $515 psf(Built)","$510,000"
"2452","  Blk 426 Bukit Batok West Avenue 2","5 Room •Improved • Built-1987","127 sqm / $307 psf(Built)","$420,000"
"2453","  Blk 259A Punggol Field","4 Room •Model A • Built-2016","93 sqm / $519 psf(Built)","$520,000"
"2454","  Blk 308A Punggol Walk","4 Room •Model A • Built-2016","92 sqm / $545 psf(Built)","$540,000"
"2455","  Blk 209 Toa Payoh North","4 Room •Improved • Built-1972","85 sqm / $393 psf(Built)","$360,000"
"2456","  Blk 192C Rivervale Drive","5 Room •Improved • Built-2000","115 sqm / $347 psf(Built)","$430,000"
"2457","  Blk 32 New Market Road","2 Room •Standard • Built-1983","52 sqm / $562 psf(Built)","$315,000"
"2458","  Blk 109 Clementi Street 11","3 Room •Model A(modified) • Built-1984","67 sqm / $610 psf(Built)","$439,888"
"2459","  Blk 9 Jalan Kukoh","3 Room •Improved • Built-1982","66 sqm / $659 psf(Built)","$468,000"
"2460","  Blk 6B Boon Tiong Road","4 Room •Model A • Built-2005","100 sqm / $789 psf(Built)","$849,000"
"2461","  Blk 808A Chai Chee Road","4 Room •Model A • Built-2016","93 sqm / $609 psf(Built)","$610,000"
"2462","  Blk 87 Dawson Road","3 Room •Model A • Built-2016","65 sqm / $1,040 psf(Built)","$728,000"
"2463","  Blk 308B Punggol Walk","4 Room •Model A • Built-2016","92 sqm / $553 psf(Built)","$548,000"
"2464","  Blk 91 Tanglin Halt Road","4 Room •Model A • Built-2008","90 sqm / $792 psf(Built)","$768,000"
"2465","  Blk 11 Upper Boon Keng Road","3 Room •Improved • Built-1974","65 sqm / $468 psf(Built)","$328,000"
"2466","  Blk 145 Bishan Street 11","5 Room •Improved • Built-1987","122 sqm / $495 psf(Built)","$650,000"
"2467","  Blk 475B Parkland Residences","5 Room •Model A • Built-2014","109 sqm / $629 psf(Built)","$738,000"
"2468","  Blk 189 Pasir Ris Street 12","5 Room •Improved • Built-1993","126 sqm / $396 psf(Built)","$538,000"
"2469","  Blk 468B Fernvale Link","4 Room •Model A • Built-2016","93 sqm / $454 psf(Built)","$455,000"
"2470","  Blk 273B Punggol Place","3 Room •Model A • Built-2013","114 sqm / $537 psf(Built)","$660,000"
"2471","  Blk 808C Chai Chee Road","4 Room •New Generation • Built-2016","88 sqm / $628 psf(Built)","$595,000"
"2472","  Blk 122B Sengkang East Way","HDB Executive •Apartment • Built-2000","131 sqm / $404 psf(Built)","$570,000"
"2473","  Blk 454 Tampines Street 42","3 Room •Multi Generation • Built-1987","132 sqm / $526 psf(Built)","$748,000"
"2474","  Blk 43 Marine Crescent","5 Room •Improved • Built-1975","120 sqm / $571 psf(Built)","$738,000"
"2475","  Blk 103 Clementi Street 14","4 Room •Standard • Built-1984","98 sqm / $509 psf(Built)","$538,000"
"2476","  Blk 475A Parkland Residences","3 Room •Model A • Built-2014","92 sqm / $671 psf(Built)","$665,000"
"2477","  Blk 306 Jurong East Street 32","4 Room •New Generation • Built-1983","94 sqm / $424 psf(Built)","$430,000"
"2478","  Blk 663A Punggol Drive","5 Room •Improved • Built-2015","110 sqm / $489 psf(Built)","$579,999"
"2479","  Blk 28B Dover Crescent","4 Room •Model A • Built-2012","88 sqm / $684 psf(Built)","$648,000"
"2480","  Blk 218 Jurong East Street 21","4 Room •New Generation • Built-1984","91 sqm / $397 psf(Built)","$390,000"
"2481","  Blk 92 Dawson Road","4 Room •New Generation • Built-2016","83 sqm / $951 psf(Built)","$850,000"
"2482","  Blk 288C Jurong East Street 21","HDB Executive •Maisonette • Built-2000","142 sqm / $575 psf(Built)","$880,000"
"2483","  Blk 637A Punggol Drive","5 Room •Improved • Built-2005","111 sqm / $418 psf(Built)","$500,000"
"2484","  Blk 748C Belvia","3 Room •Model A • Built-2014","66 sqm / $661 psf(Built)","$470,000"
"2485","  Blk 559 Pasir Ris Street 51","4 Room •Model A • Built-1993","103 sqm / $369 psf(Built)","$410,000"
"2486","  Blk 92 Dawson Road","5 Room •Model A • Built-2016","99 sqm / $1,013 psf(Built)","$1,080,000"
"2487","  Blk 497F Tampines Street 45","HDB Executive •Apartment • Built-1996","144 sqm / $405 psf(Built)","$628,000"
"2488","  Blk 664B Punggol Drive","5 Room •Improved • Built-2016","110 sqm / $523 psf(Built)","$620,000"
"2489","  Blk 606 Elias Road","HDB Executive •Apartment • Built-1995","149 sqm / $446 psf(Built)","$715,000"
"2490","  Blk 70 Lorong 4 Toa Payoh","3 Room •Standard • Built-1969","64 sqm / $403 psf(Built)","$278,000"
"2491","  Blk 371 Jurong East Street 32","3 Room •Model A • Built-2014","64 sqm / $563 psf(Built)","$388,000"
"2492","  Blk 221A Bedok Central","4 Room •Model A • Built-2010","97 sqm / $706 psf(Built)","$738,000"
"2493","  Blk 114 Lorong 1 Toa Payoh","3 Room •Improved • Built-1967","65 sqm / $414 psf(Built)","$290,000"
"2494","  Blk 530D Pasir Ris One","4 Room •Model A • Built-2015","86 sqm / $701 psf(Built)","$650,000"
"2495","  Blk 119B Kim Tian Road","4 Room •Model A • Built-2001","92 sqm / $757 psf(Built)","$750,000"
"2496","  Blk 169B Punggol Field","4 Room •Model A • Built-2014","93 sqm / $499 psf(Built)","$499,999"
"2497","  Blk 410 Jurong West Street 42","HDB Executive •Maisonette • Built-1985","148 sqm / $350 psf(Built)","$558,000"
"2498","  Blk 195A Punggol Road","4 Room •Model A • Built-2007","90 sqm / $500 psf(Built)","$485,000"
"2499","  Blk 2 Beach Road","3 Room •Improved(modified) • Built-1979","68 sqm / $450 psf(Built)","$330,000"
"2500","  Blk 275C Compassvale Link","4 Room •Model A • Built-2009","90 sqm / $495 psf(Built)","$480,000"
"2501","  Blk 6 Farrer Road","4 Room •Improved • Built-1974","91 sqm / $500 psf(Built)","$490,000"
"2502","  Blk 306 Ang Mo Kio Avenue 1","5 Room •Improved • Built-1977","123 sqm / $490 psf(Built)","$650,000"
"2503","  Blk 90 Tanglin Halt Road","5 Room •Improved • Built-2008","110 sqm / $750 psf(Built)","$888,000"
"2504","  Blk 8 Holland Avenue","3 Room •Improved • Built-1974","58 sqm / $528 psf(Built)","$330,000"
"2505","  Blk 306B Anchorvale Link","HDB Executive •Executive Apartment • Built-2001","128 sqm / $412 psf(Built)","$569,000"
"2506","  Blk 96A Henderson Road","4 Room •Model A • Built-2019","92 sqm / $888 psf(Built)","$880,000"
"2507","  Blk 9 City View @ Boon Keng","5 Room •Improved • Built-2011","107 sqm / $806 psf(Built)","$928,800"
"2508","  Blk 138 Marsiling Road","Multi-Gen/Jumbo •Multi Generation • Built-1995","170 sqm / $371 psf(Built)","$680,000"
"2509","  Blk 311A Trivelis","3 Room •Model A • Built-2014","60 sqm / $897 psf(Built)","$580,000"
"2510","  Blk 87 Dawson Road","4 Room •Model A • Built-2015","87 sqm / $929 psf(Built)","$870,000"
"2511","  Blk 310C Punggol Walk","4 Room •Model A • Built-2015","92 sqm / $535 psf(Built)","$530,000"
"2512","  Blk 88 Dawson Road","4 Room •Model A • Built-2015","83 sqm / $963 psf(Built)","$860,000"
"2513","  Blk 207B Punggol Place","5 Room •Improved • Built-2014","112 sqm / $493 psf(Built)","$595,000"
"2514","  Blk 497F Tampines Street 45","HDB Executive •Apartment • Built-1994","144 sqm / $405 psf(Built)","$628,000"
"2515","  Blk 747B Belvia","4 Room •Model A • Built-2019","86 sqm / $750 psf(Built)","$695,000"
"2516","  Blk 688A Choa Chu Kang Drive","5 Room •Improved • Built-2002","110 sqm / $439 psf(Built)","$520,000"
"2517","  Blk 272C Sengkang Central","4 Room •Model A • Built-2009","90 sqm / $552 psf(Built)","$535,000"
"2518","  Blk 262 Boon Lay Drive","4 Room •Model A • Built-1995","109 sqm / $358 psf(Built)","$420,000"
"2519","  Blk 301B Anchorvale Drive","4 Room •Model A • Built-2001","90 sqm / $402 psf(Built)","$390,000"
"2520","  Blk 441A Clementi Avenue 3","5 Room •Improved • Built-2012","116 sqm / $800 psf(Built)","$1,000,000"
"2521","  Blk 618A Punggol Drive","4 Room •Model A • Built-2013","93 sqm / $507 psf(Built)","$508,000"
"2522","  Blk 632 Hougang Avenue 8","3 Room •Simplified • Built-1986","64 sqm / $417 psf(Built)","$288,000"
"2523","  Blk 121 Potong Pasir Avenue 1","3 Room •Model A • Built-1984","75 sqm / $505 psf(Built)","$408,000"
"2524","  Blk 841 Jurong West Street 81","HDB Executive •Apartment • Built-1993","147 sqm / $328 psf(Built)","$520,000"
"2525","  Blk 297D Choa Chu Kang Avenue 2","5 Room •Improved • Built-1999","122 sqm / $342 psf(Built)","$450,000"
"2526","  Blk 871 Tampines Street 84","4 Room •Model A • Built-1988","104 sqm / $418 psf(Built)","$468,000"
"2527","  Blk 19 Jalan Tenteram","4 Room •Standard • Built-2004","85 sqm / $502 psf(Built)","$460,000"
"2528","  Blk 469B Sengkang West Way","5 Room •Improved • Built-2015","113 sqm / $484 psf(Built)","$588,888"
"2529","  Blk 110 Jurong East Street 13","3 Room •New Generation • Built-1982","68 sqm / $375 psf(Built)","$275,000"
"2530","  Blk 530C Pasir Ris One","4 Room •Model A • Built-2015","86 sqm / $647 psf(Built)","$600,000"
"2531","  Blk 2 Teck Whye Avenue","4 Room •Model A • Built-1984","104 sqm / $312 psf(Built)","$350,000"
"2532","  Blk 310B Punggol Walk","5 Room •Model A • Built-2015","112 sqm / $553 psf(Built)","$668,000"
"2533","  Blk 117 Clementi Street 13","4 Room •Model A • Built-1984","104 sqm / $491 psf(Built)","$550,000"
"2534","  Blk 728 Tampines Street 71","4 Room •Model A • Built-1997","104 sqm / $420 psf(Built)","$470,000"
"2535","  Blk 79E Toa Payoh Central","4 Room •Model A • Built-2009","91 sqm / $846 psf(Built)","$830,000"
"2536","  Blk 632B Punggol Drive","4 Room •Model A • Built-2007","92 sqm / $449 psf(Built)","$445,000"
"2537","  Blk 289C Bukit Batok Street 25","5 Room •Improved • Built-1997","121 sqm / $418 psf(Built)","$545,000"
"2538","  Blk 273C Jurong West Avenue 3","5 Room •Improved • Built-2001","110 sqm / $380 psf(Built)","$450,000"
"2539","  Blk 269D Compassvale Link","4 Room •Model A • Built-2006","90 sqm / $438 psf(Built)","$425,000"
"2540","  Blk 477A Upper Serangoon View","4 Room •Model A • Built-2016","92 sqm / $515 psf(Built)","$510,000"
"2541","  Blk 4 Holland Close","3 Room •Improved • Built-1974","65 sqm / $564 psf(Built)","$395,000"
"2542","  Blk 773 Bedok Reservoir View","5 Room •Improved • Built-2000","115 sqm / $523 psf(Built)","$648,000"
"2543","  Blk 77A Redhill Road","5 Room •Null • Built-2005","115 sqm / $726 psf(Built)","$900,000"
"2544","  Blk 139A The Peak @ Toa Payoh","4 Room •Model A • Built-2012","91 sqm / $987 psf(Built)","$968,000"
"2545","  Blk 117 Clementi Street 13","4 Room •Model A • Built-1984","104 sqm / $491 psf(Built)","$550,000"
"2546","  Blk 309 Serangoon Avenue 2","4 Room •New Generation • Built-1984","95 sqm / $464 psf(Built)","$475,000"
"2547","  Blk 183 Jelebu Road","5 Room •Model A • Built-2003","110 sqm / $591 psf(Built)","$700,000"
"2548","  Blk 86 Dawson Road","4 Room •Model A • Built-2016","83 sqm / $977 psf(Built)","$873,000"
"2549","  Blk 684B Jurong West Street 64","HDB Executive •Apartment • Built-2000","132 sqm / $491 psf(Built)","$698,888"
"2550","  Blk 310C Punggol Walk","5 Room •Model A • Built-2015","112 sqm / $580 psf(Built)","$699,000"
"2551","  Blk 58 Strathmore Avenue","4 Room •Model A • Built-2000","85 sqm / $795 psf(Built)","$728,000"
"2552","  Blk 518A Jurong West Street 52","3 Room •Model A(modified) • Built-1991","74 sqm / $451 psf(Built)","$360,000"
"2553","  Blk 869 Woodlands Street 83","HDB Executive •Apartment • Built-1996","146 sqm / $362 psf(Built)","$570,000"
"2554","  Blk 414 Ang Mo Kio Avenue 10","4 Room •New Generation • Built-1980","91 sqm / $382 psf(Built)","$375,000"
"2555","  Blk 588A Park Central @ Amk","4 Room •Model A • Built-2011","90 sqm / $721 psf(Built)","$699,000"
"2556","  Blk 490A Choa Chu Kang Avenue 5","4 Room •Model A • Built-2016","93 sqm / $434 psf(Built)","$435,000"
"2557","  Blk 257 Bangkit Road","5 Room •Improved • Built-1989","123 sqm / $398 psf(Built)","$528,000"
"2558","  Blk 711 Clementi West Street 2","4 Room •Model A • Built-1980","92 sqm / $391 psf(Built)","$388,000"
"2559","  Blk 266C Punggol Way","4 Room •Model A • Built-2015","92 sqm / $484 psf(Built)","$480,000"
"2560","  Blk 87 Dawson Road","3 Room •Model A • Built-2016","65 sqm / $1,025 psf(Built)","$718,000"
"2561","  Blk 742 Yishun Avenue 5","3 Room •New Generation • Built-1985","67 sqm / $500 psf(Built)","$360,000"
"2562","  Blk 89 Dawson Road","3 Room •Model A • Built-2016","65 sqm / $914 psf(Built)","$640,000"
"2563","  Blk 58 Stirling Road","3 Room •Improved • Built-1968","79 sqm / $964 psf(Built)","$820,000"
"2564","  Blk 941 Hougang Street 92","4 Room •Model A • Built-1998","100 sqm / $370 psf(Built)","$399,000"
"2565","  Blk 6B Boon Tiong Road","4 Room •Model A • Built-2005","100 sqm / $789 psf(Built)","$849,000"
"2566","  Blk 85 Telok Blangah Heights","5 Room •Improved • Built-2003","110 sqm / $692 psf(Built)","$820,000"
"2567","  Blk 564 Ang Mo Kio Avenue 3","3 Room •New Generation(modified • Built-1985","68 sqm / $450 psf(Built)","$330,000"
"2568","  Blk 311A Trivelis","4 Room •Dbss • Built-2014","82 sqm / $901 psf(Built)","$796,000"
"2569","  Blk 59 Strathmore Avenue","4 Room •Model A2 • Built-2000","85 sqm / $743 psf(Built)","$680,000"
"2570","  Blk 205B Compassvale Lane","HDB Executive •Maisonette • Built-1999","143 sqm / $466 psf(Built)","$718,000"
"2571","  Blk 107D Edgefield Plains","5 Room •Improved • Built-2001","111 sqm / $389 psf(Built)","$465,000"
"2572","  Blk 91 Tanglin Halt Road","4 Room •Model A • Built-2008","90 sqm / $792 psf(Built)","$768,000"
"2573","  Blk 65 Kallang Bahru","3 Room •Improved • Built-1981","65 sqm / $425 psf(Built)","$298,000"
"2574","  Blk 234 Jurong East Street 21","5 Room •Model A • Built-1982","121 sqm / $376 psf(Built)","$490,000"
"2575","  Blk 662 Choa Chu Kang Crescent","HDB Executive •Apartment • Built-1999","141 sqm / $378 psf(Built)","$575,000"
"2576","  Blk 266C Punggol Way","4 Room •Model A • Built-2015","92 sqm / $484 psf(Built)","$480,000"
"2577","  Blk 472 Tampines Street 44","Multi-Gen/Jumbo •Jumbo • Built-1993","","$858,000"
"2578","  Blk 258C Punggol Field","5 Room •Improved • Built-2015","113 sqm / $492 psf(Built)","$600,000"
"2579","  Blk 311B Trivelis","4 Room •Model A • Built-2014","80 sqm / $830 psf(Built)","$715,000"
"2580","  Blk 564 Ang Mo Kio Avenue 3","3 Room •New Generation • Built-1985","68 sqm / $450 psf(Built)","$330,000"
"2581","  Blk 313A Anchorvale Road","5 Room •Improved • Built-2003","110 sqm / $447 psf(Built)","$530,000"
"2582","  Blk 301 Tampines Street 32","4 Room •Model A • Built-1993","107 sqm / $388 psf(Built)","$448,000"
"2583","  Blk 186 Bishan Street 13","HDB Executive •Maisonette • Built-1987","146 sqm / $584 psf(Built)","$920,000"
"2584","  Blk 714 Clementi West Street 2","3 Room •New Generation • Built-1980","67 sqm / $388 psf(Built)","$280,000"
"2585","  Blk 87 Dawson Road","3 Room •Model A • Built-2016","64 sqm / $1,056 psf(Built)","$728,000"
"2586","  Blk 236 Serangoon Avenue 3","4 Room •Model A • Built-1985","105 sqm","View to offer"
"2587","  Blk 877 Tampines Street 84","3 Room •Model A • Built-1988","74 sqm / $414 psf(Built)","$330,000"
"2588","  Blk 90 Commonwealth Drive","3 Room •Standard • Built-1967","60 sqm / $433 psf(Built)","$280,000"
"2589","  Blk 134 Marsiling Road","Multi-Gen/Jumbo •Jumbo • Built-1995","173 sqm / $375 psf(Built)","$700,000"
"2590","  Blk 118B Jalan Membina","5 Room •Improved • Built-2003","110 sqm / $675 psf(Built)","$800,000"
"2591","  Blk 121 Kim Tian Place","5 Room •Improved • Built-2001","115 sqm / $661 psf(Built)","$819,000"
"2592","  Blk 2 Beach Road","3 Room •Improved • Built-1979","68 sqm / $450 psf(Built)","$330,000"
"2593","  Blk 336 Ubi Avenue 1","5 Room •Model A • Built-1986","121 sqm / $403 psf(Built)","$525,000"
"2594","  Blk 69 Redhill Close","4 Room •Model A • Built-2001","100 sqm / $669 psf(Built)","$720,000"
"2595","  Blk 516 Woodlands Drive 14","5 Room •Improved • Built-1999","125 sqm / $370 psf(Built)","$498,000"
"2596","  Blk 90 Dawson Road","4 Room •Model A • Built-2015","83 sqm / $916 psf(Built)","$818,000"
"2597","  Blk 91 Dawson Road","4 Room •Model A • Built-2015","83 sqm / $923 psf(Built)","$825,000"
"2598","  Blk 636C Senja Road","4 Room •Improved • Built-2015","92 sqm / $500 psf(Built)","$495,000"
"2599","  Blk 45 Circuit Road","3 Room •Standard • Built-1971","52 sqm / $446 psf(Built)","$250,000"
"2600","  Blk 179 Bishan Street 13","5 Room •Improved • Built-1987","121 sqm / $587 psf(Built)","$765,000"
"2601","  Blk 669B Edgefield Plains","4 Room •New Generation • Built-2015","93 sqm / $487 psf(Built)","$488,000"
"2602","  Blk 864 Yishun Avenue 4","4 Room •Standard • Built-1988","104 sqm / $402 psf(Built)","$450,000"
"2603","  Blk 144 Lorong 2 Toa Payoh","5 Room •Improved • Built-2000","110 sqm / $717 psf(Built)","$850,000"
"2604","  Blk 13 Marine Terrace","5 Room •Simplified • Built-1975","128 sqm / $500 psf(Built)","$690,000"
"2605","  Blk 119D Kim Tian Road","4 Room •Model A • Built-2002","87 sqm / $670 psf(Built)","$628,000"
"2606","  Blk 372 Clementi Avenue 4","5 Room •Improved • Built-1987","121 sqm / $476 psf(Built)","$620,000"
"2607","  Blk 79E Toa Payoh Central","4 Room •Model A • Built-2009","76 sqm / $782 psf(Built)","$640,000"
"2608","  Blk 73A Redhill Road","5 Room •Model A • Built-2005","115 sqm / $636 psf(Built)","$788,000"
"2609","  Blk 524A Pasir Ris Street 51","5 Room •Model A • Built-2015","113 sqm / $526 psf(Built)","$640,000"
"2610","  Blk 632B Punggol Drive","4 Room •Model A • Built-2007","92 sqm / $434 psf(Built)","$430,000"
"2611","  Blk 348 Clementi Avenue 5","4 Room •New Generation • Built-1979","92 sqm / $456 psf(Built)","$452,000"
"2612","  Blk 59 Strathmore Avenue","4 Room •Model A2 • Built-2000","85 sqm / $743 psf(Built)","$680,000"
"2613","  Blk 515C The Premiere @ Tampines","5 Room •Improved • Built-2008","113 sqm / $699 psf(Built)","$850,000"
"2614","  Blk 2 Teck Whye Avenue","4 Room •Model A • Built-1984","104 sqm / $312 psf(Built)","$350,000"
"2615","  Blk 221B Bedok Central","4 Room •Model A • Built-2010","94 sqm / $719 psf(Built)","$728,000"
"2616","  Blk 3 Queens Road","4 Room •Improved • Built-1974","91 sqm / $505 psf(Built)","$495,000"
"2617","  Blk 172B Edgedale Plains","5 Room •Improved • Built-2004","110 sqm / $369 psf(Built)","$438,000"
"2618","  Blk 771 Bedok Reservoir View","5 Room •Improved • Built-2000","115 sqm / $508 psf(Built)","$630,000"
"2619","  Blk 308A Punggol Walk","5 Room •Improved • Built-2016","112 sqm / $647 psf(Built)","$780,000"
"2620","  Blk 803 Chai Chee Road","5 Room •Model A • Built-1993","128 sqm / $493 psf(Built)","$680,000"
"2621","  Blk 511 Woodlands Drive 14","4 Room •Model A • Built-1999","107 sqm / $414 psf(Built)","$478,000"
"2622","  Blk 195A Punggol Road","4 Room •Model A • Built-2007","90 sqm / $469 psf(Built)","$455,000"
"2623","  Blk 862 Jurong West Street 81","HDB Executive •Maisonette • Built-1996","146 sqm / $412 psf(Built)","$648,888"
